"","logFC","logCPM","PValue","FDR"
"Potri.014G103000",8.16471320520845,9.12227368136513,1.70895035911684e-45,1.32272757795643e-41
"Potri.003G165000",8.76456905472724,9.42757235969814,2.78317906658042e-43,1.07709029876662e-39
"Potri.003G103900",7.91301276141975,8.36261741978003,9.2501666778687e-36,2.38654300289013e-32
"Potri.001G404100",6.77237117794593,7.87926314397447,2.09428790056314e-35,4.05244708758967e-32
"Potri.006G226900",-6.05225898782026,9.2311530096828,5.52184212117137e-35,8.54781160357329e-32
"Potri.008G028400",7.10286037817256,7.62011020338847,7.54572886543358e-35,9.73399023640932e-32
"Potri.007G100100",-6.16167112790389,8.79123509972697,1.75614654879983e-33,1.94179632681581e-30
"Potri.001G219100",7.26731570111828,7.64261062391449,3.96161735019748e-33,3.83286478631606e-30
"Potri.013G129800",6.60200486500407,8.11893826679101,4.95265465066641e-33,4.25928299957312e-30
"Potri.T111300",7.99758335246249,8.87966934032082,1.55992862272734e-32,1.1675564015072e-29
"Potri.016G046400",7.4415109655885,9.00497402108143,1.65931788327897e-32,1.1675564015072e-29
"Potri.011G123300",5.70256045601541,7.93580922043504,1.87821051955756e-32,1.21144578511462e-29
"Potri.001G166200",7.66047466402058,8.80974713692214,1.18897178158468e-31,7.07895506881957e-29
"Potri.001G106100",-5.45960203583073,8.39549709433467,1.70670624695736e-31,9.43564739389283e-29
"Potri.003G068900",7.62776160031354,8.61011910482115,3.17560815478667e-31,1.63861380786992e-28
"Potri.002G017200",7.31826209288818,7.13806423922657,1.11764016798599e-30,4.98736135976696e-28
"Potri.015G018800",6.94454470229542,5.7096738570631,1.15716716084253e-30,4.98736135976696e-28
"Potri.018G044100",-6.80073039492359,6.68328537487416,1.15985147901557e-30,4.98736135976696e-28
"Potri.002G098400",10.4955279968239,8.69580111774489,6.87072010810213e-30,2.72621766344189e-27
"Potri.016G112400",7.96530368850658,9.90319946827004,7.04449008641315e-30,2.72621766344189e-27
"Potri.T137100",7.64928559505758,6.00334805288323,8.19519283551588e-30,3.02051393080442e-27
"Potri.015G003100",-5.84701356451562,5.5879439053073,1.09501945092661e-29,3.85247752280543e-27
"Potri.019G130500",6.83668442541549,6.59651044567622,1.16140586429807e-29,3.90838321289874e-27
"Potri.010G150800",4.96238456724319,9.7549913415971,2.73993648512722e-29,8.54125067345794e-27
"Potri.006G123200",-4.49117292501051,10.1440667670051,2.75880189711174e-29,8.54125067345794e-27
"Potri.006G138900",6.22616484584876,7.2491120956389,3.17822993286272e-29,9.4613460309067e-27
"Potri.016G013000",-5.53397870073955,9.15337085133619,5.83277338361793e-29,1.67206170330381e-26
"Potri.004G103100",5.74094250786475,5.49403751612576,8.36857405514599e-29,2.31331297095821e-26
"Potri.011G112400",5.05680113873308,9.12033951594139,1.27713811288692e-28,3.40863758404991e-26
"Potri.016G128300",5.52219577262062,6.81287135014287,2.12418676707563e-28,5.48040185905513e-26
"Potri.001G240600",5.34859590724927,6.5606036922531,2.88207859769982e-28,7.19589946651505e-26
"Potri.007G006100",4.86247022255593,5.72647774726365,5.83704219262828e-28,1.41183458034196e-25
"Potri.001G378400",5.30407220844227,6.71561434531994,6.26507860146666e-28,1.469445708344e-25
"Potri.010G187800",5.86981855744668,8.28503279277608,1.50521823960583e-27,3.42658505133798e-25
"Potri.011G003100",7.91530545794582,5.32455729660755,2.90169851427428e-27,6.41689900013798e-25
"Potri.014G094400",-5.02425968089575,6.08660106118289,4.62773905194487e-27,9.94963896168147e-25
"Potri.014G034500",-9.2734707645129,6.58165073728526,5.01047588931923e-27,1.04813738873867e-24
"Potri.017G085000",-4.71645395967804,5.64091129748054,5.18337844947312e-27,1.05577234734005e-24
"Potri.004G034400",4.89422361757244,6.94601108548119,7.24816089889575e-27,1.43848116301162e-24
"Potri.012G002700",5.0277702499121,7.41416527571959,1.27136227908337e-26,2.46008601002632e-24
"Potri.001G084000",5.0203210385859,9.18805345075391,1.50726821470592e-26,2.84542828824971e-24
"Potri.018G016500",-4.55098114076454,5.75449848377204,2.3955850463518e-26,4.41402579863169e-24
"Potri.005G002100",4.26704858729085,8.97497525527476,2.45223655479538e-26,4.41402579863169e-24
"Potri.009G089400",5.19892831789802,7.13986171862941,3.19422000316544e-26,5.61892336920465e-24
"Potri.005G006300",-4.36955797916779,5.70345373842307,8.46830301249913e-26,1.42651258267664e-23
"Potri.001G133300",-4.41842335967496,6.14964718615107,8.47798175750974e-26,1.42651258267664e-23
"Potri.003G194700",4.20484353841134,5.72973816114479,9.4396444118804e-26,1.55452867548839e-23
"Potri.007G055500",5.49129771021451,7.04388814425873,1.32009746825837e-25,2.12865716756662e-23
"Potri.001G325100",4.68840437629871,7.65700105800893,2.07955726963773e-25,3.28485168714205e-23
"Potri.006G166700",9.80556984865069,9.70386203508832,2.45552034722376e-25,3.80114549750239e-23
"Potri.005G087200",6.85488592191303,5.71944634286351,2.85704240222834e-25,4.33598199867594e-23
"Potri.005G176100",-4.73918437984631,6.29754033864171,3.02981715965408e-25,4.50976631071588e-23
"Potri.001G158800",4.11769811752583,5.67466061783858,3.29413753842615e-25,4.8106838768714e-23
"Potri.001G376200",6.46633413839843,6.44452158439927,3.52739888057411e-25,5.05593839548955e-23
"Potri.001G320800",-4.10493942628527,8.94806714085408,3.78499740380453e-25,5.32652361917219e-23
"Potri.002G257700",-5.1615000958942,6.5428596894687,3.95191409089895e-25,5.4621098327782e-23
"Potri.008G174100",5.40503934344112,7.21248127377739,5.46352651164734e-25,7.41889389476322e-23
"Potri.002G102100",7.71311584671353,7.13794767647044,5.58326890718086e-25,7.45077609337584e-23
"Potri.010G089800",9.55062027593691,8.10934869520048,9.61449266410987e-25,1.26129107152899e-22
"Potri.018G129200",6.37547002166803,10.1723974402187,1.30439759414384e-24,1.68267289644556e-22
"Potri.015G134600",-5.36931224239819,5.45405209677822,1.55699176914137e-24,1.97559283494331e-22
"Potri.011G025400",6.37902701238312,10.8099402147706,1.63597765310447e-24,2.04233339274654e-22
"Potri.007G089000",4.30350750931586,6.12209642722865,1.85742128927373e-24,2.28197472682202e-22
"Potri.019G121900",10.3784468358728,8.55862541795447,2.23024184444351e-24,2.69719873062387e-22
"Potri.013G101000",7.73378835673851,8.36662219077154,2.6889063023218e-24,3.20186688922626e-22
"Potri.018G130000",-5.28386749038023,5.56255894441517,3.06263373037363e-24,3.59163410198362e-22
"Potri.008G087600",-4.11601652887709,5.7355762941977,3.67000677569826e-24,4.23967946923948e-22
"Potri.017G108500",5.81098101579714,7.43693032635923,4.79748060218362e-24,5.46066174425018e-22
"Potri.005G186200",5.38023681359095,7.56440334423854,5.72060773630646e-24,6.4170295476829e-22
"Potri.015G076000",11.6933696413195,10.6271601460245,7.03646222387121e-24,7.78031680182331e-22
"Potri.001G062500",8.54024228255872,8.40050962352048,7.2999179723448e-24,7.95793874731672e-22
"Potri.T002600",4.72268815350344,7.22148541560654,9.1036624394259e-24,9.78643712238284e-22
"Potri.009G081800",6.42378164644476,5.38239714349042,1.33873051162169e-23,1.41942111780163e-21
"Potri.002G191600",6.39259224469783,6.85174885853395,1.58449411319528e-23,1.65729519407182e-21
"Potri.014G100900",5.79694512749278,8.27036903757142,1.79103392447407e-23,1.84834701005724e-21
"Potri.002G155300",5.86380918917387,8.67587187091239,1.82555985338898e-23,1.85918858753036e-21
"Potri.002G224100",9.09299495642063,10.0101006005548,1.98331443483702e-23,1.99361736696605e-21
"Potri.015G036800",-4.43005060427237,5.44120380363576,2.25409139916178e-23,2.23675223455284e-21
"Potri.010G245200",4.67185212453864,8.07773004440875,2.37837170711166e-23,2.3302021535499e-21
"Potri.014G156600",-4.078295795244,5.66331325604365,2.51123561445156e-23,2.42962045698188e-21
"Potri.002G100500",5.57086436949826,6.98409510592035,2.94647506893245e-23,2.81552062142434e-21
"Potri.002G065600",6.39847517327036,7.58361797664506,3.22130358749803e-23,3.04059631307741e-21
"Potri.006G129900",-4.3792507789647,5.86006025637889,4.40655570651876e-23,4.10924592391026e-21
"Potri.019G031400",5.20471514754198,5.39468315182687,5.31921304785756e-23,4.90127487981161e-21
"Potri.003G159800",5.69269918152809,6.99554943667475,5.44479671196059e-23,4.95796782947941e-21
"Potri.002G039100",4.47214655313233,5.41580591369862,8.09346623409313e-23,7.28411961068381e-21
"Potri.011G083900",7.53408882310074,8.62346934425595,9.67239988288856e-23,8.60510058546638e-21
"Potri.010G231000",-3.959860016834,6.03219406910467,1.42150679942832e-22,1.25027984404263e-20
"Potri.013G057500",-4.27326280781514,6.58535422627364,1.50741370208061e-22,1.3109418038319e-20
"Potri.001G120300",-4.46044884184563,5.7301334499587,1.63601764225348e-22,1.40697517233799e-20
"Potri.015G042000",8.80310854975284,6.45162668723993,1.71626436455585e-22,1.45976771227058e-20
"Potri.014G135900",4.29548400972747,7.86819612415435,2.05544258476001e-22,1.72925278326548e-20
"Potri.002G007300",-5.89798995373383,5.21743693552235,2.21755246470126e-22,1.84557592223524e-20
"Potri.016G117100",7.04603804350855,9.74562350442497,2.34885977670964e-22,1.93406113529071e-20
"Potri.012G131800",3.70435172491718,5.64760116555346,2.53586698892431e-22,2.06606426255517e-20
"Potri.016G137400",6.3827034614393,7.66369324095061,2.69821615030883e-22,2.1754367711865e-20
"Potri.005G237900",-3.94102496060286,5.58520013696299,2.78251919979184e-22,2.22027820684421e-20
"Potri.003G126800",-4.42521079156549,7.42870671273884,3.0231794554606e-22,2.3876947944148e-20
"Potri.019G124600",7.43849760658656,8.45051871002806,3.45458518777279e-22,2.70085751044054e-20
"Potri.T087000",6.56889901645325,6.32803149880226,3.60370820791582e-22,2.78927015292685e-20
"Potri.006G101100",11.9271639059665,9.17134358794868,3.6584118891557e-22,2.80357505168962e-20
"Potri.001G328000",7.04849328532462,6.59093358018168,3.90999639597223e-22,2.96699726517893e-20
"Potri.005G024800",4.05364732919244,7.26896628217255,5.14390044306573e-22,3.8654164494494e-20
"Potri.014G015000",4.99762120664552,5.31443284669801,6.04763734088206e-22,4.50083779023338e-20
"Potri.019G013300",4.5011101533402,6.77640603615068,6.32746915279774e-22,4.66424868977662e-20
"Potri.004G095200",7.62182350578663,7.35074597708281,6.77265259527553e-22,4.94531425353138e-20
"Potri.007G096500",6.23245055125224,5.94346652950478,8.98151151389393e-22,6.49690645958309e-20
"Potri.001G041800",4.20654390787556,7.01769598698743,1.01353242077563e-21,7.26364901555867e-20
"Potri.006G175500",4.08095354444835,6.1821102855821,1.07785536422752e-21,7.65376194414769e-20
"Potri.012G132400",-5.34856068211597,5.22345916905285,1.13229775128102e-21,7.96725872265009e-20
"Potri.016G051500",-3.7512445689355,5.71177044627873,1.17744127760716e-21,8.21026620601748e-20
"Potri.005G195000",7.3880735747754,8.18716023366193,1.52887791841412e-21,1.05656384718976e-19
"Potri.015G129400",-3.91851324015492,10.1828584524142,1.72359590818868e-21,1.18058693180357e-19
"Potri.011G047300",11.7401692964753,9.38296046437828,2.07140665485947e-21,1.40637609724669e-19
"Potri.007G038300",-3.86008812075585,6.46267430680175,2.20994496600849e-21,1.48037295725598e-19
"Potri.010G077000",6.0232058990977,5.20328051625938,2.23335483718365e-21,1.48037295725598e-19
"Potri.007G140500",6.00787873090895,5.91372944917696,2.23777307492182e-21,1.48037295725598e-19
"Potri.001G289500",-3.68972376769681,8.9751352429348,2.28290504424026e-21,1.49743093579827e-19
"Potri.001G245400",-3.73885554662967,5.83160885306365,2.49895637098608e-21,1.62537162280944e-19
"Potri.006G117200",-4.33140184415148,6.47784150608234,2.73469853542782e-21,1.76388055535095e-19
"Potri.009G038300",3.90130924526662,7.28506549506373,2.89761029576318e-21,1.85351270158736e-19
"Potri.008G064000",-3.68701152259276,8.30711605213512,3.43017287325684e-21,2.17619164254163e-19
"Potri.002G070900",-3.64233684002811,5.80765738989987,4.04528637240131e-21,2.54557044897448e-19
"Potri.002G081000",4.1227250415131,8.39370196497394,4.14066800006333e-21,2.58457825165243e-19
"Potri.003G182200",5.47261240985447,8.78838881229619,4.21346586177734e-21,2.59589471892663e-19
"Potri.004G208500",5.59378987559526,8.31773374466776,4.22587512383405e-21,2.59589471892663e-19
"Potri.005G072000",3.81492206503564,5.60441290298304,4.54077848144866e-21,2.76737208239469e-19
"Potri.008G092700",-4.14078904740908,6.56226697501844,5.10060442825005e-21,3.08427174020745e-19
"Potri.004G007500",6.92674737332172,6.81907281376192,5.57960974181744e-21,3.30759758966428e-19
"Potri.001G044500",4.40278447585556,7.44217373785354,5.58931263983656e-21,3.30759758966428e-19
"Potri.007G079800",4.55499287152884,6.66374627009167,5.60898250831643e-21,3.30759758966428e-19
"Potri.014G041000",-5.40057293539498,6.25605225389662,5.65501370257028e-21,3.30759758966428e-19
"Potri.009G109400",3.92382995597901,5.50755310911796,5.68359792539211e-21,3.30759758966428e-19
"Potri.017G063300",6.56129646504886,6.05449195229406,5.74694080553355e-21,3.3195016294649e-19
"Potri.005G068700",3.62407878394027,6.22860156295056,6.9117283113764e-21,3.96272423185581e-19
"Potri.012G047800",-5.51582050656595,5.3021005681204,7.24826887247913e-21,4.12511772595503e-19
"Potri.002G152600",4.70268773569611,5.30346089531546,8.83430564223777e-21,4.99106026795039e-19
"Potri.003G083200",9.6281176109231,8.27350471131885,9.67793408000957e-21,5.42805867965754e-19
"Potri.004G007800",-3.95268939493958,6.04376234369368,1.00309841834244e-20,5.58559838702914e-19
"Potri.T145400",-3.76788534779316,6.93922618225909,1.0727954618829e-20,5.93102633926691e-19
"Potri.014G071700",-4.74539653187749,6.54659649438245,1.74529630563348e-20,9.5805626990093e-19
"Potri.014G034900",4.05373364903268,7.27933655657656,2.17470712178602e-20,1.18536852976224e-18
"Potri.009G064300",-3.67102159332062,6.59592077683365,2.2009750232854e-20,1.19129697064538e-18
"Potri.015G029400",-4.1628756925072,6.79852489768285,2.29174568143701e-20,1.2318133037724e-18
"Potri.012G094400",6.04744953734157,6.52546816890835,2.4204301201489e-20,1.29200890551397e-18
"Potri.T002400",3.63212207833489,5.47009110790653,2.52905596504282e-20,1.34074610749531e-18
"Potri.008G180500",3.29511049464722,5.67737260742657,3.31438012713876e-20,1.74512259755469e-18
"Potri.005G220700",3.53628943913468,8.85908931157534,3.68301556067483e-20,1.92611759727183e-18
"Potri.008G043900",6.14000370179272,6.68702318733077,4.09720250566522e-20,2.12834546267442e-18
"Potri.012G127900",-4.04783900344935,6.81360552563661,4.2180766476764e-20,2.17652755020102e-18
"Potri.005G065200",-3.59918500162195,8.20621644106924,4.29720493405024e-20,2.20267325758602e-18
"Potri.007G027200",3.42402123959402,5.87477864672109,4.75784056055399e-20,2.41707153715831e-18
"Potri.014G025300",-3.27356958426235,5.65203531236982,4.7779321083362e-20,2.41707153715831e-18
"Potri.012G108500",8.36792545917862,6.32832802982906,5.38264308568165e-20,2.70530243397246e-18
"Potri.001G042200",10.9422008026711,9.63352571152584,5.73446378880221e-20,2.86353224034381e-18
"Potri.002G222700",4.9972773212185,9.80771652181663,6.04184681626085e-20,2.99768553576019e-18
"Potri.002G118800",3.54864400656662,5.99643032365638,6.5253248642719e-20,3.21694359550729e-18
"Potri.012G048700",3.70672531716237,7.1443854173287,6.82261222881534e-20,3.33969514517134e-18
"Potri.002G256900",5.82587209793637,6.13635829283958,6.86061405791011e-20,3.33969514517134e-18
"Potri.T096300",9.10244648807568,6.61438930940156,1.05920971266312e-19,5.12392698500786e-18
"Potri.006G067300",8.26138267862435,8.3274531156191,1.37633786600386e-19,6.5985966286366e-18
"Potri.002G120400",-3.66697612258739,6.77790652526016,1.3811016199472e-19,6.5985966286366e-18
"Potri.001G083700",5.83889252044689,7.48403565840109,1.49656658398421e-19,7.10639592640357e-18
"Potri.001G302500",7.14003960232456,6.88068113859999,1.90136321697428e-19,8.97350688986641e-18
"Potri.013G008200",-4.54053476575427,5.21013801996831,2.07459213305461e-19,9.73172309687434e-18
"Potri.006G127900",5.46274120816661,5.90290091418054,2.18284905594435e-19,1.01778624656683e-17
"Potri.002G105900",4.494128351149,5.7337498331335,2.19945598263438e-19,1.01938858117306e-17
"Potri.009G011100",-3.35398472426734,9.18977985406944,2.30592932906809e-19,1.06237458374923e-17
"Potri.T108000",3.65786157981276,6.54015000299429,2.34510701264568e-19,1.07403125904601e-17
"Potri.019G124400",6.01381282740372,9.34299386657497,2.3927425997987e-19,1.08940163073188e-17
"Potri.002G176300",3.59048359077915,6.58254707854074,2.50139862182008e-19,1.13221200777119e-17
"Potri.004G143200",-3.51219883232746,7.03969120675514,2.75121362831275e-19,1.23093466437618e-17
"Potri.T004600",4.10216159070902,5.80215656571534,2.75131391391575e-19,1.23093466437618e-17
"Potri.006G220700",-3.77463428874583,8.20620774269575,2.90820652114468e-19,1.29365048699194e-17
"Potri.010G100700",-3.63846768258646,5.71907807328727,3.03279281991999e-19,1.3413609386389e-17
"Potri.013G081200",-3.42398164792616,6.00587640276191,3.1317324167711e-19,1.37725050601184e-17
"Potri.007G091000",3.50466507057152,6.32757625837969,3.39047666464678e-19,1.48261521945571e-17
"Potri.010G072300",6.30570666014959,7.24411040740044,3.50694342953063e-19,1.51963586595329e-17
"Potri.006G013900",3.88456086219924,7.92140704234831,3.53123214068526e-19,1.51963586595329e-17
"Potri.006G139400",3.50513898108951,10.1560885011075,3.53403689756579e-19,1.51963586595329e-17
"Potri.008G055900",3.42976637421501,6.56454348711395,3.60527023937573e-19,1.54170119628553e-17
"Potri.001G128100",-4.33950622218224,6.4073475045378,3.66024726522193e-19,1.55661065015482e-17
"Potri.006G087500",-3.43211777427129,6.1103788413027,3.70309526033898e-19,1.56622717568436e-17
"Potri.016G088700",-3.75178124455729,8.54282036015701,4.05619938472645e-19,1.70624908900993e-17
"Potri.011G114000",4.84660877003503,5.93942098575676,4.20518983755173e-19,1.75936050500813e-17
"Potri.010G188000",5.34546087555137,5.77271247536984,4.45931872507883e-19,1.85517688036213e-17
"Potri.017G147200",3.821303248529,6.83240128353834,4.48214569286457e-19,1.85517688036213e-17
"Potri.003G197400",-3.78977306747761,6.81892097038399,5.88184357397024e-19,2.42156751396434e-17
"Potri.016G045500",-4.22314165439512,5.2142497233408,6.00354266499955e-19,2.45859366280934e-17
"Potri.007G021300",11.0871612108007,8.61338448791939,6.40890283647116e-19,2.61078462917299e-17
"Potri.005G068900",-4.27189195358841,7.51106108150295,6.73544903936378e-19,2.72944374684166e-17
"Potri.011G061700",8.25796903218391,7.12036676213325,7.08470436359464e-19,2.85602144657409e-17
"Potri.002G012800",9.47515689104077,7.17809400554346,8.26755206136435e-19,3.3155882360083e-17
"Potri.004G038000",4.5397791479821,5.6426541788222,9.63283071580366e-19,3.8432015330062e-17
"Potri.010G193100",-3.15935116040998,9.49699200869698,9.75763441119718e-19,3.87303027398288e-17
"Potri.011G057000",4.91583061736191,6.54969173355736,9.90603543258612e-19,3.91187317592942e-17
"Potri.018G054800",-4.02217589431389,6.62030291220336,1.00981991341924e-18,3.9675158019619e-17
"Potri.016G007100",-3.48640316648254,6.18094636646852,1.02893405337086e-18,4.00665332884383e-17
"Potri.001G226400",5.10767310335565,7.65092307077849,1.03013438299732e-18,4.00665332884383e-17
"Potri.001G046400",8.56932156877941,7.59880803844683,1.19111125874702e-18,4.58892651378602e-17
"Potri.008G192900",-3.45812037338313,5.75776195254561,1.19605331892283e-18,4.58892651378602e-17
"Potri.012G088100",-3.10993262287487,5.69982030492384,1.1976268162594e-18,4.58892651378602e-17
"Potri.016G006900",-3.49886512905089,6.22635916717121,1.31698609996108e-18,5.0214149821176e-17
"Potri.002G176900",4.01855049114565,6.97052863880783,1.59909832760191e-18,6.06716718413664e-17
"Potri.002G122800",3.91128911620518,8.67538811799875,1.60905572675729e-18,6.07516650004949e-17
"Potri.015G043400",9.05209315688587,6.71452216218862,1.62832237606353e-18,6.1180656265688e-17
"Potri.016G112300",-3.51692083417414,7.30785837160336,1.69633443693629e-18,6.34281572071829e-17
"Potri.007G126700",4.01912941809053,6.79846969887853,1.79460311010662e-18,6.67799426549289e-17
"Potri.001G096900",-3.5501031766168,6.41423567822819,2.15162665001894e-18,7.96822501011798e-17
"Potri.016G005300",6.38325698260953,6.44228739013742,2.21633105962416e-18,8.16876304832905e-17
"Potri.018G008700",5.34779509761004,7.70353755692244,2.25157096549427e-18,8.25931719096004e-17
"Potri.006G097500",9.64968096586689,8.69496384413089,2.35477808700852e-18,8.59716150634242e-17
"Potri.005G076900",-3.51625130375815,6.15518407805235,2.37710202773292e-18,8.63792004443792e-17
"Potri.006G021600",3.61753452565769,9.86324989745169,2.65658768735213e-18,9.60840593462873e-17
"Potri.003G087000",9.42873428357644,8.50919471888105,2.7503381434905e-18,9.90121731656582e-17
"Potri.009G002200",3.83712753190361,6.1175157212136,2.85264265292388e-18,1.02219695063106e-16
"Potri.010G251000",3.65137586275858,7.04682181395798,2.90558362622852e-18,1.03636945930916e-16
"Potri.017G147000",4.15476666296418,8.41896003555468,2.93108962702411e-18,1.04067127124618e-16
"Potri.001G163400",4.82028070471781,5.94581334541594,3.20122152959738e-18,1.13051376839346e-16
"Potri.006G051700",-3.44893286239507,5.41788733433691,3.21334662850856e-18,1.13051376839346e-16
"Potri.011G122100",3.53621350648886,5.42892153074389,3.60744383897971e-18,1.26342150740738e-16
"Potri.001G358600",5.59031938409093,6.38016049174617,3.6728071764755e-18,1.27935589465653e-16
"Potri.T079700",4.96590454679806,6.85774372414349,3.68599954145227e-18,1.27935589465653e-16
"Potri.004G091300",4.95676754894255,7.29698777814403,3.86892800507921e-18,1.33685280175505e-16
"Potri.018G097700",4.24992011383903,5.16279871944549,4.0118877147944e-18,1.38008937388927e-16
"Potri.T093800",7.56106300099977,6.52599098354046,4.07523223675046e-18,1.3956768810818e-16
"Potri.014G127000",-6.30357691089868,4.79986462165718,4.46070568206663e-18,1.51965738746669e-16
"Potri.013G137200",4.00182732090534,7.37918512559167,4.47651013362279e-18,1.51965738746669e-16
"Potri.003G175900",-3.9901630763765,6.82571811296934,4.72410158366916e-18,1.59670507675106e-16
"Potri.007G120100",-3.29352801291767,5.81615972924928,4.77785166303061e-18,1.6078509509503e-16
"Potri.015G035500",-3.2743816584707,6.05341593693364,5.1504129064241e-18,1.7257227660486e-16
"Potri.017G029000",-3.51975854237874,9.50767517141664,5.33742768358115e-18,1.78067630478095e-16
"Potri.002G092900",-4.65119367867524,5.02407816088718,5.7697904696689e-18,1.91666001009602e-16
"Potri.006G101200",9.38598746624797,7.11817732528441,5.92404075969082e-18,1.9594904051285e-16
"Potri.005G144900",-4.03449009963885,5.67798996494695,6.23700371545073e-18,2.05423015989739e-16
"Potri.008G055800",-3.26521669719211,6.00999947618374,6.50647147338953e-18,2.13390208491674e-16
"Potri.014G161300",3.70934915858003,7.30869272165059,6.56851806016625e-18,2.14516159433278e-16
"Potri.016G133500",3.31030608204589,8.36288371648129,6.88958057925899e-18,2.24056107913717e-16
"Potri.018G008500",3.99693325048828,6.82379014259328,8.04797976421643e-18,2.60550508851223e-16
"Potri.011G146900",-3.32376306582237,6.57284951953164,8.07908554577434e-18,2.60550508851223e-16
"Potri.009G145400",5.4484075764683,6.2825157183963,8.25745829510713e-18,2.65198038191407e-16
"Potri.019G123500",3.2801730225799,6.88836850731142,9.76186449786949e-18,3.12218310799628e-16
"Potri.004G190900",-3.05822109974585,9.21951801052405,9.82601447874531e-18,3.12976757471147e-16
"Potri.016G137600",7.10743172792753,6.04309826118735,9.96130676008366e-18,3.15985714438719e-16
"Potri.012G141300",8.89407671287052,7.47333650862977,1.02525163764421e-17,3.23895823484333e-16
"Potri.014G119900",-3.2868982494777,7.44265297204803,1.0463065023602e-17,3.29203753181625e-16
"Potri.004G173200",-3.35662751357249,5.39776279120953,1.05865263693187e-17,3.31739733192415e-16
"Potri.017G006800",3.11681211249851,5.92525081121674,1.12385314194652e-17,3.50750940268794e-16
"Potri.004G102500",4.88269334352235,11.1001448971917,1.15973450699844e-17,3.60495786512768e-16
"Potri.001G046100",7.93841736361408,7.63684036472767,1.34522069996265e-17,4.16480328708437e-16
"Potri.001G028200",-3.81911653760726,6.52551683788248,1.46850025409228e-17,4.52836333333634e-16
"Potri.018G095100",3.38427517610183,6.33725632512974,1.68228122964215e-17,5.16700663390088e-16
"Potri.019G130600",6.09447486178397,4.76211603532534,1.75451721915352e-17,5.36757441748941e-16
"Potri.002G195400",-3.17228505386638,6.27176056651079,2.45673182218455e-17,7.48626153689307e-16
"Potri.002G065300",5.91459521940125,7.71307935091333,2.7227225847618e-17,8.2642638455123e-16
"Potri.005G244700",3.65501990804889,8.02628789636579,3.01316973489279e-17,9.11013037033991e-16
"Potri.014G108300",-3.58977661578626,7.11980831851857,3.10314491009719e-17,9.34565821173239e-16
"Potri.017G077100",3.37720061045159,6.09367189318812,3.52379186924611e-17,1.05541244281619e-15
"Potri.019G122100",9.81210545361639,7.08647009952922,3.53567159846321e-17,1.05541244281619e-15
"Potri.012G095000",-2.84954888114902,5.74508269524455,3.55372131131771e-17,1.05541244281619e-15
"Potri.007G027900",4.02235482230385,6.44527449396223,3.55894893507784e-17,1.05541244281619e-15
"Potri.008G159000",4.59591935741016,7.72321523626636,3.61143699166767e-17,1.06335026016493e-15
"Potri.008G134100",4.50658914689606,5.03152924526313,3.61319274448808e-17,1.06335026016493e-15
"Potri.008G184400",3.5423442919085,5.30591543361879,3.64737064811885e-17,1.06934275819848e-15
"Potri.017G107200",4.28221012317477,5.07584550084684,3.80074502073203e-17,1.11010439473456e-15
"Potri.015G074500",9.53081862341649,7.53048768595469,3.87541356505576e-17,1.12765793208765e-15
"Potri.004G207500",-3.10116433845505,6.12763118521006,4.04752125789175e-17,1.17332638711918e-15
"Potri.003G125400",-3.918539965547,5.11922039833352,5.01495794713782e-17,1.44834979518085e-15
"Potri.017G051700",3.15686513122222,6.87529409030875,5.10003162123336e-17,1.46744404268945e-15
"Potri.011G136700",-2.99186726039705,5.80091152946244,5.52412646261497e-17,1.58358291928296e-15
"Potri.006G019500",8.01418511675887,7.42467145088516,5.69398965616667e-17,1.62625387227786e-15
"Potri.014G055400",5.78918757785406,5.5681043832723,6.10975518079664e-17,1.73858474630022e-15
"Potri.003G114100",-3.1993507984688,6.76953779779533,7.01592046026246e-17,1.98912909752496e-15
"Potri.009G109500",3.58568453155203,7.38672382573606,7.4977896625393e-17,2.11798875868811e-15
"Potri.003G162000",-3.25486638377587,6.45722809353956,7.59986233860701e-17,2.13901580002976e-15
"Potri.016G117500",5.29533298918855,7.19919806594902,8.49325600331653e-17,2.38180440093007e-15
"Potri.001G145700",3.62830156880468,5.50067278289536,8.69126186621627e-17,2.42853309907992e-15
"Potri.012G016200",-3.22216505190071,7.91362152740991,9.13363001346088e-17,2.54296029871177e-15
"Potri.018G087400",7.33675853755059,7.84477342720311,9.50813555054659e-17,2.63774083015164e-15
"Potri.003G169100",7.89214920502892,6.75414674850082,9.65797414545429e-17,2.66973999592201e-15
"Potri.019G125000",-3.53968876020744,5.92863592717272,9.97804802916899e-17,2.7484018414864e-15
"Potri.006G086900",4.688786567311,7.53142814568703,1.00564089934084e-16,2.75313649282236e-15
"Potri.006G202600",6.1718957643493,5.61476512195167,1.00663776158751e-16,2.75313649282236e-15
"Potri.010G085600",4.78109298840174,6.68023902724438,1.01576768003021e-16,2.76832459275838e-15
"Potri.003G152300",4.17603570792067,5.82571419319982,1.02224486191762e-16,2.77620183552363e-15
"Potri.018G032200",3.46504776214671,6.95311015970884,1.05491814870755e-16,2.85491834650224e-15
"Potri.009G133100",-3.75736000409048,5.1630300172591,1.12614095302714e-16,3.03704912070734e-15
"Potri.002G251200",3.27105571685847,7.26157681088491,1.13171159876669e-16,3.04147492168548e-15
"Potri.010G196400",8.07722650181673,7.00606985938972,1.1854165663546e-16,3.17478346836838e-15
