"","logFC","logCPM","PValue","FDR"
"Potri.017G045200",2.57351500378998,5.79757524005596,1.06897713504359e-12,1.43849190952121e-11
"Potri.003G132000",-2.54460643352155,7.36284065326045,1.07050560708555e-12,1.43849190952121e-11
"Potri.009G156800",-3.20653813663214,6.44957791779,1.12602281736034e-12,1.51047081566187e-11
"Potri.013G112300",-2.45986292395351,5.4417427808347,1.16064276425187e-12,1.55153281438851e-11
"Potri.011G057400",-2.43870926395465,5.44045865957956,1.16064276425187e-12,1.55153281438851e-11
"Potri.012G049000",-2.58181001126132,5.31126264978408,1.22705991982534e-12,1.63749030680141e-11
"Potri.001G104600",-2.88409863589944,7.55900740736235,1.23265305390938e-12,1.64212300124933e-11
"Potri.001G449100",-2.35735231878542,6.02961742597545,1.2465316918217e-12,1.65775864170102e-11
"Potri.008G094300",-2.44709736225355,6.14486167756279,1.25889083377834e-12,1.67132333678291e-11
"Potri.017G118100",3.63976176642104,6.01990619119306,1.2651512054447e-12,1.67675861817499e-11
"Potri.016G019700",2.36124692561223,5.48476656200766,1.30237961058367e-12,1.72314840784916e-11
"Potri.019G088900",8.42660576811724,6.16781764967587,1.35265985096743e-12,1.7866189840423e-11
"Potri.003G165500",3.70107468756856,6.44519612494549,1.36128625559388e-12,1.794949849795e-11
"Potri.014G114700",-2.57391955233316,11.8744924677186,1.38493697633691e-12,1.82302928517817e-11
"Potri.009G023600",2.31909615958055,5.91859316769744,1.3991734691188e-12,1.83864221578599e-11
"Potri.011G131100",3.18857446683742,6.2318841861169,1.43141195523034e-12,1.87781839550556e-11
"Potri.T011100",-2.56479190286022,5.40240652223457,1.54489518863933e-12,2.02326374958857e-11
"Potri.002G206700",-2.55348061901521,6.54369774643473,1.5746674744616e-12,2.05877132640756e-11
"Potri.005G001600",-3.03591903906897,5.02774613141188,1.59332316941242e-12,2.07964946564117e-11
"Potri.012G074700",2.80802514758732,7.11703371527793,1.66388321495676e-12,2.16809024979214e-11
"Potri.004G020700",-2.22424838256641,5.60710471667198,1.70121014393529e-12,2.21300277547212e-11
"Potri.015G024200",3.25723884810961,4.94661993507548,1.8597320482487e-12,2.41515537809479e-11
"Potri.009G067100",-2.57984065932174,7.38581610073015,1.89826578221733e-12,2.46106820006067e-11
"Potri.010G191300",3.05548695272421,8.64672741679918,1.97571580783628e-12,2.55719738338676e-11
"Potri.017G017300",2.66813061912885,7.96130796643448,1.98647916036609e-12,2.56683617716753e-11
"Potri.016G103100",3.48222806863344,5.83875376477357,2.11674608381633e-12,2.73060244812307e-11
"Potri.006G219600",3.52613113601907,6.26921041298448,2.14039802933555e-12,2.75651925907773e-11
"Potri.008G062300",-2.3434977724512,5.93868569751257,2.16793080605144e-12,2.78733960778043e-11
"Potri.014G038200",-2.34581894131729,5.47531105871432,2.17974842904363e-12,2.79788604325003e-11
"Potri.010G208800",-2.67398252626798,5.60988439362739,2.1858921528014e-12,2.79917397974238e-11
"Potri.005G141300",-2.38857983071735,10.1412644901536,2.18798482912679e-12,2.79917397974238e-11
"Potri.010G137300",-2.71845577404843,9.10836573195913,2.21932419212031e-12,2.83458238399524e-11
"Potri.001G349600",3.50581239525991,5.4515666854951,2.30954183163972e-12,2.94495119882891e-11
"Potri.001G302600",-2.76283683589804,5.19630238628493,2.35542794637998e-12,2.99852176068767e-11
"Potri.003G107600",-2.60018350341296,6.20726029258061,2.48592034246422e-12,3.1594455584028e-11
"Potri.016G086400",-2.78176099812362,8.31797852608063,2.57845698649564e-12,3.27168148778299e-11
"Potri.010G038900",-2.47621396504372,6.86605848980673,2.65435559478351e-12,3.36247337211528e-11
"Potri.T094400",2.82611538939231,6.09272468319048,2.80870494617924e-12,3.55218566722668e-11
"Potri.009G106000",8.30828126921335,5.94558880278336,2.92235106641983e-12,3.68988535955783e-11
"Potri.T059200",3.64011797165902,5.73706560025308,2.95194471084832e-12,3.72118111758404e-11
"Potri.001G320500",-2.44500871507354,10.9389807330293,2.96061496934443e-12,3.72604225410177e-11
"Potri.008G134000",3.29184308027746,6.73837552088926,3.07659758303865e-12,3.86572488518168e-11
"Potri.004G028900",-2.70099469897379,6.88103362609592,3.27361802039055e-12,4.10661320548182e-11
"Potri.017G079600",-2.58194351726848,6.55309683658011,3.34258908355407e-12,4.17964498002804e-11
"Potri.009G143300",2.87319382274201,5.15739187485747,3.34263597239969e-12,4.17964498002804e-11
"Potri.017G026200",-2.17303612993781,5.6868111654286,3.46761471961325e-12,4.32816879483273e-11
"Potri.008G006500",-2.71889696084858,8.21448431711892,3.47260054469138e-12,4.32816879483273e-11
"Potri.005G236700",2.61188782161599,6.84629090624096,3.50480746430489e-12,4.36128774497104e-11
"Potri.014G014000",7.0564476937734,6.17388018747716,3.53421618274742e-12,4.39082395737801e-11
"Potri.008G192100",-3.41483026242664,4.86514972907995,3.72690673353959e-12,4.62279777525584e-11
"Potri.001G416300",-2.77065207396638,7.19349676565756,3.7481649311146e-12,4.64172745069232e-11
"Potri.002G148400",4.33894160419617,5.77255650285608,3.84098688845478e-12,4.749079635246e-11
"Potri.016G134500",-2.90058295209435,5.07255666315718,4.08704396183222e-12,5.04227598610994e-11
"Potri.002G059600",-2.56438428566982,6.65257442694514,4.09114899131401e-12,5.04227598610994e-11
"Potri.001G333200",-2.56646402735024,6.88501408655011,4.1133143523587e-12,5.06153467205983e-11
"Potri.007G128600",-2.61112901949607,8.13749421252019,4.14844986305775e-12,5.09666697461381e-11
"Potri.018G139200",-2.29316777213177,5.70253148368198,4.18775845174796e-12,5.1368067221124e-11
"Potri.008G099400",-2.25195451176716,5.54280457206354,4.23587438046582e-12,5.18760564949453e-11
"Potri.001G233700",-2.50133326307631,5.33380392137731,4.27144470925194e-12,5.22290395728437e-11
"Potri.002G118000",-2.69212962581637,7.09283530278738,4.35019588076399e-12,5.31080695853521e-11
"Potri.003G138100",-2.42411982912075,6.37866594920664,4.4319392618818e-12,5.40208029715986e-11
"Potri.004G118600",-2.40505180442119,8.49059777788092,4.61272815630364e-12,5.6136031336148e-11
"Potri.002G128500",6.01308209649664,5.68714241113805,4.70525512694227e-12,5.71721737559391e-11
"Potri.004G220100",2.7950499707158,7.14836810668169,4.89035243364196e-12,5.93281000570357e-11
"Potri.005G239900",-2.18600033006635,5.61381562050251,4.96566877723236e-12,6.01475373016877e-11
"Potri.002G101500",4.44040338936925,7.44532307328578,5.06502642297827e-12,6.12551633028934e-11
"Potri.011G044800",2.98602267134544,5.00267793870094,5.1060393539062e-12,6.16548277679158e-11
"Potri.002G201000",-2.42904794019507,6.08499238740832,5.11675229660151e-12,6.16879482487471e-11
"Potri.002G099700",2.49598025644459,5.88304325702804,5.27126511602595e-12,6.34519315677151e-11
"Potri.016G015500",-3.21655172535463,7.83156405613307,5.70388489213309e-12,6.85529022750157e-11
"Potri.009G111900",8.7855852348809,6.10016488094933,5.93503912069785e-12,7.12204694483742e-11
"Potri.001G083500",6.74296126678834,5.88347265020197,6.00986827876257e-12,7.20067809251119e-11
"Potri.007G047500",-2.47522280858853,8.19502565251993,6.12879386367329e-12,7.33181831604811e-11
"Potri.013G000200",2.5292970079832,5.27100304587656,6.19463658027622e-12,7.39914924866327e-11
"Potri.018G018600",-2.29175727319631,5.54589987147101,6.43742839001733e-12,7.67730288732421e-11
"Potri.019G088600",8.25912365448073,6.11308238443702,6.52015336886451e-12,7.7639980115402e-11
"Potri.001G352300",-2.45063036628604,8.74193623108229,6.69430564618997e-12,7.95581989947799e-11
"Potri.003G192900",-2.74995035037431,6.49312942757149,6.70180177578766e-12,7.95581989947799e-11
"Potri.001G407100",-2.7891877899739,5.15878098755208,7.13340821427186e-12,8.45521892472653e-11
"Potri.002G234600",-2.5363758660285,5.29800605586738,7.26025136689909e-12,8.59240758100901e-11
"Potri.006G120400",-2.27144404312261,5.70136392340474,7.30398137859625e-12,8.63096425501298e-11
"Potri.006G169700",-2.28922743662137,5.96980725739607,7.44368576693307e-12,8.78264143842408e-11
"Potri.004G148200",2.5119927509658,5.67674326640369,7.6639225323723e-12,9.02873065457558e-11
"Potri.004G229000",-3.37157274675114,7.15813408309613,7.73148952500874e-12,9.09448767835374e-11
"Potri.002G033000",-2.7129502063908,6.26471667951833,7.8552007132405e-12,9.22598687715955e-11
"Potri.015G030700",3.01731482611256,7.34253621648518,7.9888248589699e-12,9.35679702081209e-11
"Potri.013G041300",-2.64946656461143,6.38998711975877,7.99075301131368e-12,9.35679702081209e-11
"Potri.009G167800",-2.66868211269178,6.24443367195948,8.06565637452331e-12,9.43023872187469e-11
"Potri.018G014600",3.01150523947384,5.58010561098084,8.37946287883945e-12,9.78235937891665e-11
"Potri.003G185000",2.62014761897859,5.2147652574629,8.84240653650737e-12,1.03072630410493e-10
"Potri.002G168700",2.79440095266592,7.20660053541977,8.99022743141016e-12,1.04562659067616e-10
"Potri.009G055800",2.80379432429025,5.69567717109945,8.99725205930646e-12,1.04562659067616e-10
"Potri.004G013600",-2.15618867689422,5.60955384132733,9.49202307426748e-12,1.10147314235128e-10
"Potri.003G088400",2.78370407085752,5.10462424015562,9.6887331995183e-12,1.12261669108191e-10
"Potri.015G033600",-2.28889869002156,6.6742529013611,1.02180040989898e-11,1.18217267154232e-10
"Potri.014G076800",-2.38012025591626,6.04001389641285,1.03114033259544e-11,1.191197936461e-10
"Potri.T101100",4.87027722178415,6.79468112684147,1.03816662796516e-11,1.19752752614759e-10
"Potri.015G027800",-2.55307835380517,5.24695347223026,1.05923163286157e-11,1.22000786284949e-10
"Potri.001G209400",-2.27669722540994,5.46916076931361,1.08684627763433e-11,1.24995396565969e-10
"Potri.011G121200",2.35048410707593,5.47163114215275,1.12485909389524e-11,1.29175213453251e-10
"Potri.005G186500",2.51391878545968,7.16645556092389,1.12730027415965e-11,1.29263764770306e-10
"Potri.002G203500",2.92909644168462,10.6210677652444,1.14721519425137e-11,1.31352745613989e-10
"Potri.012G038400",2.95980512096004,7.57358317187431,1.16125662905374e-11,1.32764051829777e-10
"Potri.018G086900",3.47690168875036,6.60817439098481,1.17950478113943e-11,1.34651430767245e-10
"Potri.014G095800",-2.45279254113347,7.28627201583829,1.21577112379725e-11,1.38587164921807e-10
"Potri.013G073500",-2.29005648652343,6.26342587542775,1.21761463562613e-11,1.38593195290386e-10
"Potri.017G079700",-2.50820438964482,5.29015099795566,1.23196026856424e-11,1.39873810231701e-10
"Potri.001G147200",5.21449582198298,7.66814719586529,1.23247982658941e-11,1.39873810231701e-10
"Potri.007G096200",-2.65874960192582,5.23424510335297,1.24383299979365e-11,1.40955599098139e-10
"Potri.001G114900",-2.99230985293155,5.01265750600233,1.27838934172076e-11,1.44659846563138e-10
"Potri.008G008300",-2.47085904426716,7.16940992630494,1.34241337769982e-11,1.51682913042286e-10
"Potri.013G148700",-2.33779057791349,6.36035675252077,1.50194956905067e-11,1.69461948461402e-10
"Potri.006G015000",-2.41341083730609,6.33679508224312,1.54450147362133e-11,1.7400933632939e-10
"Potri.003G218400",2.91002310214297,6.89247383071516,1.55171150317738e-11,1.74567544107455e-10
"Potri.014G027500",6.10193825406678,6.80568209002075,1.56742015541606e-11,1.76078838939337e-10
"Potri.008G065600",2.39319487462994,10.2257299736874,1.61264440371062e-11,1.80896633111887e-10
"Potri.017G119900",-2.4608750063535,6.70028556906842,1.66446613366921e-11,1.86439477201153e-10
"Potri.003G134600",5.30675000477894,7.86705331410956,1.67753745919443e-11,1.87632079973481e-10
"Potri.013G008500",-2.20500490619402,5.61538547874591,1.7029883665218e-11,1.90203895481655e-10
"Potri.002G065400",2.69792607700825,6.37178670937588,1.72035074535073e-11,1.9186620704632e-10
"Potri.T028000",2.58203258992378,5.23412701542401,1.80813312064398e-11,2.01076872899201e-10
"Potri.016G087000",-2.55452764377681,5.23883641120444,1.80813312064398e-11,2.01076872899201e-10
"Potri.005G079200",-2.34987383788757,7.22549603557879,1.81249571622936e-11,2.01272838502371e-10
"Potri.013G062400",3.42093184932776,12.2057167860959,1.9896913947779e-11,2.205028149328e-10
"Potri.013G003700",-2.26524411171703,6.24769161332345,1.99136263098226e-11,2.205028149328e-10
"Potri.006G235800",2.79984103275554,7.39099012620979,2.02846997075396e-11,2.24290822480509e-10
"Potri.T002500",2.35265766416428,5.97877607687318,2.12233588647008e-11,2.34334946665883e-10
"Potri.018G038100",3.14760971732812,6.51913332902647,2.21866213928119e-11,2.44621723048952e-10
"Potri.010G252400",-2.25198681558328,6.02925916116747,2.24568392181561e-11,2.47248841463056e-10
"Potri.001G306200",-2.87584715212669,5.01698992993377,2.25575425250951e-11,2.4800479992079e-10
"Potri.003G210200",-3.30726349802717,4.81499812158898,2.26778256865467e-11,2.48973575622512e-10
"Potri.014G066900",2.84033425619456,7.33095984049528,2.39889414369301e-11,2.62994910370877e-10
"Potri.006G124500",2.44902597666599,9.70532588841138,2.40651199174243e-11,2.63456899803202e-10
"Potri.011G030900",3.073537651308,5.48692185310456,2.56532208751863e-11,2.80446228211782e-10
"Potri.T105900",2.5682003781723,5.17350792376386,2.6147126643822e-11,2.85442539101809e-10
"Potri.010G224800",2.52522914580189,5.67734131289713,2.69060134797738e-11,2.93313442723168e-10
"Potri.018G149300",5.47325365771863,5.9564579633692,2.76830445401524e-11,3.01359725373811e-10
"Potri.017G116600",2.53681104085612,5.83911365514173,2.81022593975344e-11,3.05493662551849e-10
"Potri.002G081400",2.31259661081463,5.73434272117279,2.86155107623915e-11,3.10636820898893e-10
"Potri.008G012400",-2.33582810122115,8.44486926714189,2.87344772294448e-11,3.1149139181499e-10
"Potri.016G055700",-2.19007310641038,6.56876313216447,3.02821453354884e-11,3.27809517338014e-10
"Potri.003G128800",3.58350362087208,6.41253001439276,3.05669607724055e-11,3.30430553601143e-10
"Potri.002G247900",2.38610890243501,7.27089206688773,3.13883604686261e-11,3.38836694598558e-10
"Potri.006G022000",2.90330420184497,5.90957405452427,3.25315738928312e-11,3.50688554220771e-10
"Potri.001G104400",2.30156869332911,6.16094327304424,3.3713029517824e-11,3.62919121652236e-10
"Potri.006G006300",3.47976823907808,8.42437552598031,3.38185776141996e-11,3.63549709352645e-10
"Potri.010G043900",3.23836618764102,5.70481212623807,3.52346511235645e-11,3.78247156305671e-10
"Potri.005G024500",3.49596162658783,7.36886326633884,3.58810221130644e-11,3.84652508525095e-10
"Potri.001G335300",3.28570272424646,9.78336981420275,3.59701262853013e-11,3.85074380979574e-10
"Potri.009G084600",3.29133781089673,5.74403540608222,3.63509688328655e-11,3.88613948572347e-10
"Potri.013G066200",-2.20735293408221,6.05004113528706,3.65893381130515e-11,3.90622726889681e-10
"Potri.012G069700",4.06783553904311,6.64413084537763,3.80511844711238e-11,4.0566965262603e-10
"Potri.016G109700",2.27338212246961,6.02631508827748,3.83967850061735e-11,4.08791081083607e-10
"Potri.008G198100",-2.38615310230776,5.90063665709777,3.85924052183065e-11,4.10309363172654e-10
"Potri.003G138600",2.82535903149725,7.93564617627154,4.00754375792965e-11,4.25492300224629e-10
"Potri.014G017500",-2.0829327947497,5.74590873147991,4.0742000504815e-11,4.31976827270231e-10
"Potri.003G120000",-2.38216562711356,7.5309572856521,4.1591757299973e-11,4.4038331258795e-10
"Potri.002G172100",2.56370205793042,6.37053303685048,4.22650117240124e-11,4.46900533803082e-10
"Potri.010G188200",-3.14350681876758,7.87830416648481,4.24033201256793e-11,4.47751293005127e-10
"Potri.011G128900",2.37251019108816,5.35294569055889,4.30996159940988e-11,4.54483689093085e-10
"Potri.005G117500",-2.70118737959345,10.2355080414735,4.52999232368502e-11,4.77035926330912e-10
"Potri.016G002800",-2.26954010087301,5.3935460184836,4.62273935025358e-11,4.86141339279384e-10
"Potri.009G118300",5.06427287527988,5.78736105725615,4.70027852290493e-11,4.93624908647003e-10
"Potri.006G129200",-2.5436317564057,9.26422337402213,4.72339092345843e-11,4.95380023679786e-10
"Potri.019G001000",2.56445917093044,6.82525419995192,4.80822193150557e-11,5.03594556831571e-10
"Potri.011G146700",-2.22328381379101,5.4371217341477,4.87502505818063e-11,5.09213143728989e-10
"Potri.011G129900",-2.17783548149218,5.43574239687122,4.87502505818063e-11,5.09213143728989e-10
"Potri.011G067400",-2.30880052646703,6.10739847103105,5.18489578379866e-11,5.40850314913769e-10
"Potri.006G230200",2.48481533144161,6.48570843877022,5.24750839938217e-11,5.46644885749906e-10
"Potri.008G036900",2.78163824932933,5.3299364543779,5.35159558043111e-11,5.56738572480333e-10
"Potri.017G040800",4.91022387381691,6.96597094706907,5.38448125755948e-11,5.59407851456515e-10
"Potri.012G069800",4.64668753367001,5.99669659142211,5.39407234119794e-11,5.59653082049223e-10
"Potri.004G041000",2.39222118731269,5.33088382486241,5.60006310691132e-11,5.80247502643823e-10
"Potri.014G066600",-2.19360459918326,5.72333521617131,5.61457118163395e-11,5.80973007297417e-10
"Potri.001G022700",-2.19826118163539,5.99298179804621,5.72255678541168e-11,5.9135633536831e-10
"Potri.001G121400",-2.37191942700776,6.51628723487722,5.75409104319604e-11,5.93822195657831e-10
"Potri.001G174900",-2.08466854674821,5.84806171300581,6.0671283650199e-11,6.25293922040666e-10
"Potri.005G061600",-2.45888208304336,7.42846787035298,6.08346357729891e-11,6.26143724578372e-10
"Potri.018G019800",2.82580495353071,8.25613931663224,6.11806361781718e-11,6.28868690596347e-10
"Potri.001G231000",-2.44228623338516,7.63861848642658,6.34722800577977e-11,6.51558949134422e-10
"Potri.001G133200",-2.39510332005269,6.66914304275391,6.37926003681899e-11,6.53979770661973e-10
"Potri.011G069600",-2.54585628258802,7.63159425073632,6.3953663464099e-11,6.54371287160519e-10
"Potri.010G126800",-3.21490813833803,4.83784437058877,6.39998791189294e-11,6.54371287160519e-10
"Potri.016G078300",4.28907958550381,6.5834557662138,6.49931295616728e-11,6.6365016201497e-10
"Potri.003G124800",-2.3666879332784,5.28830158499698,6.6055423869132e-11,6.7360867028601e-10
"Potri.017G083000",-2.90732513682433,6.7003782739214,6.73833606633642e-11,6.86246330966367e-10
"Potri.001G219300",4.78455839687169,9.10845977158897,6.85787046526019e-11,6.97502199751825e-10
"Potri.008G084100",-2.21740009914479,5.77609889044078,6.94748486866286e-11,7.05689407919299e-10
"Potri.007G091100",2.69858676217077,8.42204235241585,7.01398385506169e-11,7.11510288835878e-10
"Potri.004G086100",-2.30164607229007,7.02778000206707,7.09735324793789e-11,7.19025054175907e-10
"Potri.017G030100",-3.30282084309754,4.76932330666887,7.5089039359413e-11,7.59724398224649e-10
"Potri.010G252500",-2.1859633607152,6.27340236278915,8.04920384364659e-11,8.13326863574733e-10
"Potri.005G250800",-3.42955240485128,4.67410602089924,8.16348297670039e-11,8.2379867326807e-10
"Potri.015G109800",3.06207281707162,5.82899820716194,8.45281713968817e-11,8.51885477359198e-10
"Potri.017G114800",2.11091119435599,5.7675310786446,8.6622296652373e-11,8.71855105447811e-10
"Potri.014G166900",2.35795081964428,5.96099793002803,8.71816910120476e-11,8.75246855613942e-10
"Potri.006G186600",2.5228409019447,6.56730582313327,8.71854425941019e-11,8.75246855613942e-10
"Potri.014G019600",2.32772581864551,9.64786561455756,8.80344875229396e-11,8.82625561434654e-10
"Potri.014G101900",2.48699945072545,5.19918177589117,8.89879653926071e-11,8.91030856583155e-10
"Potri.001G320400",-2.25434518518284,10.9505691775127,9.29423129672658e-11,9.29423129672658e-10
"Potri.006G263000",-2.08976306868545,6.19800826979847,9.93331848834101e-11,9.92050130319476e-10
"Potri.008G055500",-2.10982678010336,5.9602099053971,1.05118710390153e-10,1.04847785878838e-09
"Potri.018G100200",3.30239488331335,9.69436972780284,1.05846289956351e-10,1.05437617022156e-09
"Potri.008G020900",-2.52476507379062,6.95165444931007,1.07332585472593e-10,1.06780746986872e-09
"Potri.002G116300",3.36759207917352,7.45599545071931,1.08695632474629e-10,1.07997971162212e-09
"Potri.001G449500",-2.43153403657302,7.43335831967264,1.08976031036137e-10,1.08137753874321e-09
"Potri.017G010900",5.72476243163608,6.65298333388026,1.15143473322231e-10,1.14111457556218e-09
"Potri.014G096000",-2.15810838987043,6.22236280519336,1.20348071131037e-10,1.19116888817676e-09
"Potri.017G045100",2.53911641256725,6.94976591070921,1.24220922421878e-10,1.22793095727373e-09
"Potri.019G101900",-2.67472858393015,7.07339622732456,1.252762599512e-10,1.23678348472231e-09
"Potri.007G143800",3.50423169998233,5.60722967646003,1.26319773891564e-10,1.24549687887988e-09
"Potri.013G114200",2.10482025810959,5.50048532672197,1.26493757841821e-10,1.24562555432022e-09
"Potri.005G190700",-2.07208381961352,5.96652366020135,1.27727355365336e-10,1.25617500702376e-09
"Potri.002G223100",-3.81254892262939,11.4522545334935,1.29957827805622e-10,1.27648932387755e-09
"Potri.010G046700",-2.50963053789989,5.12550730152235,1.31208869187108e-10,1.28691309282483e-09
"Potri.017G130600",-2.20853761708521,5.40752348457791,1.31351594745686e-10,1.28691309282483e-09
"Potri.010G178000",2.34869523717672,6.73240668954942,1.33923283903205e-10,1.31045033806676e-09
"Potri.011G028400",2.15824082552583,5.44588174635253,1.34861093507288e-10,1.3179606865485e-09
"Potri.010G176500",2.24284539384954,6.07798705463358,1.35234620639159e-10,1.31994446878574e-09
"Potri.013G026100",-2.12424062015551,5.48402359149168,1.36691175406047e-10,1.33248072750982e-09
"Potri.003G079500",2.22142788581018,6.85132868061203,1.43325485644766e-10,1.39539529420188e-09
"Potri.010G095900",-2.14544292309908,5.99102638942643,1.48169338061309e-10,1.44074205602328e-09
"Potri.005G114500",-2.1676938912767,6.35006911503301,1.49890368488408e-10,1.455647995107e-09
"Potri.014G150100",2.24895594972036,5.41758367635543,1.50392223804256e-10,1.45869149404128e-09
"Potri.010G117500",2.48944100036912,5.17764030628718,1.50806684324732e-10,1.46088077180654e-09
"Potri.010G244900",-2.30359106628806,9.25019345475307,1.54922636963478e-10,1.49887651262165e-09
"Potri.005G113600",2.16491000016261,6.47589094822151,1.60701319344658e-10,1.55284420939782e-09
"Potri.014G076900",-2.98944210209164,4.8806140040616,1.62215864503806e-10,1.56357508251489e-09
"Potri.001G074100",-2.92842839391809,4.87306353022168,1.62215864503806e-10,1.56357508251489e-09
"Potri.008G049000",-2.07772385014216,5.91963970405037,1.76701111899399e-10,1.70107786828526e-09
"Potri.019G002100",-2.64612131745758,9.84519900321822,1.79582978405974e-10,1.72667360604005e-09
"Potri.003G115400",2.23938013858825,5.70574974304056,1.80367362906103e-10,1.73206375793205e-09
"Potri.003G102300",-2.35292865495199,5.25920713144206,1.84386239403459e-10,1.76846281658336e-09
"Potri.001G175000",-2.24794471333119,7.26155209938748,1.88892885946645e-10,1.80944422924137e-09
"Potri.011G133900",2.66363386377573,5.05141059433208,1.90392161012228e-10,1.8203207079589e-09
"Potri.002G049400",-2.85515410714812,8.86580273267768,1.90498678739885e-10,1.8203207079589e-09
"Potri.013G060600",-2.40976172650665,6.23575776794791,2.00254871080414e-10,1.9095364094069e-09
"Potri.002G168400",-1.99488293409153,5.65873011145718,2.00328625896434e-10,1.9095364094069e-09
"Potri.002G183200",3.07350659700226,5.39961473685502,2.03462143089372e-10,1.93701966483609e-09
"Potri.003G143200",-2.61806294219226,8.19756509586153,2.05589039533768e-10,1.9541239001379e-09
"Potri.012G047400",-2.63216462310946,5.56483586504861,2.05763692327182e-10,1.9541239001379e-09
"Potri.005G119800",2.16475455428168,5.67871854707121,2.06344961834319e-10,1.95724265269317e-09
"Potri.014G086900",-2.20013291877689,5.34925078115025,2.07660149724029e-10,1.96730668159607e-09
"Potri.016G043600",2.39282044632688,7.42673595350665,2.13437707082247e-10,2.01956950222077e-09
"Potri.009G147500",-2.57104774413848,7.34547818802081,2.14936672600872e-10,2.0302960966624e-09
"Potri.006G169600",-2.78415903325477,4.94251933716883,2.15095968897051e-10,2.0302960966624e-09
"Potri.T071300",-2.23590860181828,5.78190644409013,2.1841642703468e-10,2.05912685170332e-09
"Potri.006G254300",2.70325915948657,5.83890816228403,2.2089653116047e-10,2.0799746364745e-09
"Potri.004G140800",-2.11881381558703,5.46845031827358,2.21172278841327e-10,2.08004062968636e-09
"Potri.001G099800",-2.27369326222444,7.1500010803794,2.21804874632667e-10,2.08345840977772e-09
"Potri.016G119300",2.5740822714471,5.10362350799331,2.23797659417277e-10,2.09962895016936e-09
"Potri.009G085100",-2.22163138508532,11.0889779145634,2.28376951198847e-10,2.13999709719016e-09
"Potri.002G114500",2.40466578601279,6.3329821668596,2.39408296550127e-10,2.24065322285125e-09
"Potri.008G073300",-2.69965620778421,8.09007687637202,2.54973817285738e-10,2.37864300248463e-09
"Potri.007G039400",2.44441585879442,5.15682875090592,2.55074120421479e-10,2.37864300248463e-09
"Potri.008G070800",-2.41410126815981,5.16293189609346,2.55074120421479e-10,2.37864300248463e-09
"Potri.001G149400",2.27702371321336,6.51836893915825,2.63043918438275e-10,2.45001194790884e-09
"Potri.T012700",-2.06788858617459,6.15373987885234,2.69960429991288e-10,2.51141073092857e-09
"Potri.017G059300",-2.16523852015309,9.19220623764034,2.86797521318118e-10,2.66484131452849e-09
"Potri.004G174400",-2.08101851231549,5.90750446939979,3.00170880846226e-10,2.78575853447217e-09
"Potri.001G167900",4.3916177474543,7.29210470960116,3.06330860862211e-10,2.83952199170481e-09
"Potri.010G108100",-2.18751786816477,8.38727175736734,3.26828596967089e-10,3.02590112503023e-09
"Potri.003G073500",-2.20180676313863,7.82722489654249,3.27843124160949e-10,3.03166759976792e-09
"Potri.012G058000",2.63337312280289,6.55808064796611,3.37131413545943e-10,3.11383907022148e-09
"Potri.002G154400",-1.95654360960137,5.56861502717968,3.38137817872299e-10,3.11941205045482e-09
"Potri.007G014700",-2.16156411070883,5.3511123950627,3.41276619593545e-10,3.14462028054053e-09
"Potri.010G070200",-2.02609853150187,5.53713916154047,3.49751747434499e-10,3.21888052930204e-09
"Potri.009G112700",-1.99950908252616,5.60624295687226,3.53800341441296e-10,3.2508671020441e-09
"Potri.001G357100",-2.02947195285462,5.49451074644587,3.54067308400927e-10,3.2508671020441e-09
"Potri.002G108600",2.7364054647758,5.76536175120028,3.56113942532181e-10,3.26578425971455e-09
"Potri.010G108200",2.24103072555793,7.70867769743043,3.65468660254499e-10,3.34760642647317e-09
"Potri.004G021500",2.44767816399423,9.04809502343651,3.67222816142167e-10,3.35969810513046e-09
"Potri.001G376700",-3.03694008830669,4.78593636675821,3.67977162039621e-10,3.36262483375049e-09
"Potri.009G067200",-2.63598407915508,9.61691811351942,3.68866679465513e-10,3.36677841870645e-09
"Potri.006G011600",-3.25692432627948,9.80577519773822,3.727659003469e-10,3.39836050492933e-09
"Potri.011G122900",-2.24346287098407,6.99032128652695,3.78952462936023e-10,3.45069654485273e-09
"Potri.013G131600",2.48641039480083,8.44379430967006,3.800141026505e-10,3.45629747886589e-09
"Potri.016G068600",2.88575671927839,5.57868714193766,3.80916406230764e-10,3.46043777491328e-09
"Potri.005G188700",-2.42401033441052,6.36646425642276,3.99770395781026e-10,3.62745939430849e-09
"Potri.006G081400",2.06123350944971,6.51429267544414,4.0051823806249e-10,3.62998965176074e-09
"Potri.003G151700",-2.10887395814112,10.3097721280211,4.10756478390883e-10,3.71842706753852e-09
"Potri.001G472800",-2.06102850180048,5.92747047038688,4.32948473286307e-10,3.91474437293927e-09
"Potri.019G047600",-2.39140961388586,7.38540692527844,4.34347598755403e-10,3.92281261886443e-09
"Potri.010G194700",-1.99955223951171,5.54839423624153,4.35389901714112e-10,3.92764316930912e-09
"Potri.012G141800",5.28166997486333,6.61393422573706,4.37807323051364e-10,3.94485294577131e-09
"Potri.008G151100",2.66833672909565,7.10066117155363,4.43318737062339e-10,3.98986863356105e-09
"Potri.005G139200",2.75025582338779,5.26953117786948,4.46283686533851e-10,4.01188819253427e-09
"Potri.T004500",2.56831929977515,6.8205826614369,4.50884325634215e-10,4.04854371277126e-09
