,logFC,logCPM,PValue,FDR
Potri.018G068300,0.2373688,5.525757,0.4076165,0.5507377
Potri.007G146600,-0.151371,6.727249,0.4089423,0.5524334
Potri.018G058200,0.182544,6.301096,0.4090331,0.5524603
Potri.003G077000,-0.2263005,5.820674,0.4097434,0.5528145
Potri.016G138800,0.2236624,5.811082,0.4097434,0.5528145
Potri.003G214300,0.2199352,5.816082,0.4097434,0.5528145
Potri.003G170600,0.2176659,5.807422,0.4097434,0.5528145
Potri.009G071600,0.2123147,5.81071,0.4097434,0.5528145
Potri.001G437000,-0.2081219,6.075198,0.4099332,0.5528145
Potri.018G047100,-0.1958374,6.074058,0.4099332,0.5528145
Potri.012G144200,-0.1917313,6.079205,0.4099332,0.5528145
Potri.006G187800,0.1901437,6.074323,0.4099332,0.5528145
Potri.004G220100,-0.1011879,8.031163,0.4102785,0.5531844
Potri.002G198800,-0.217785,5.864232,0.4106722,0.5536196
Potri.007G096300,0.1757609,6.309298,0.4112441,0.5542949
Potri.009G115100,-0.2570549,5.54592,0.4115561,0.5544278
Potri.008G191800,0.2378513,5.546472,0.4115561,0.5544278
Potri.010G183600,-0.2314187,5.555606,0.4115561,0.5544278
Potri.010G218800,0.07767668,9.498178,0.4119665,0.554759
Potri.010G194700,-0.2692092,5.255838,0.4120153,0.554759
Potri.010G235900,-0.2598778,5.243098,0.4120153,0.554759
Potri.001G383500,-0.1417606,6.93832,0.4121885,0.5548966
Potri.001G118900,0.1875388,6.083753,0.4125495,0.5551909
Potri.002G138400,-0.1768541,6.08946,0.4125495,0.5551909
Potri.008G020100,0.2239862,5.83338,0.4129073,0.5553848
Potri.002G253600,-0.215859,5.83721,0.4129073,0.5553848
Potri.002G243500,0.2092023,5.835171,0.4129073,0.5553848
Potri.017G026000,0.1197976,7.466047,0.413339,0.5558697
Potri.008G144100,0.1333877,6.945316,0.4135857,0.5561056
Potri.005G072300,0.06860969,9.91991,0.4146082,0.5573844
Potri.013G155100,0.2309117,5.559972,0.4154199,0.5578986
Potri.001G314800,0.2248859,5.569654,0.4154199,0.5578986
Potri.009G125900,0.2205129,5.568443,0.4154199,0.5578986
Potri.001G470300,-0.2151874,5.570324,0.4154199,0.5578986
Potri.003G141000,0.2142335,5.56751,0.4154199,0.5578986
Potri.018G013300,0.2141689,5.568367,0.4154199,0.5578986
Potri.007G005100,0.1719507,6.341641,0.4155945,0.5580371
Potri.012G118500,0.2266384,5.850039,0.416022,0.5583228
Potri.004G164100,-0.2026964,5.855614,0.416022,0.5583228
Potri.017G133600,0.1945998,5.850762,0.416022,0.5583228
Potri.018G138200,-0.2593441,5.28102,0.4168819,0.5592842
Potri.009G051400,-0.2387759,5.273658,0.4168819,0.5592842
Potri.005G024700,-0.1871205,6.118121,0.4176819,0.5600686
Potri.001G370200,-0.1815147,6.119954,0.4176819,0.5600686
Potri.003G086700,-0.1811868,6.119286,0.4176819,0.5600686
Potri.016G079800,0.1082079,7.772217,0.4188631,0.5613459
Potri.005G180200,-0.1253441,7.155557,0.4188905,0.5613459
Potri.001G026600,-0.2081827,5.873179,0.4190889,0.5613459
Potri.010G249200,0.20463,5.871299,0.4190889,0.5613459
Potri.019G068700,-0.2423363,5.589308,0.4192102,0.5613459
Potri.015G047900,0.2356546,5.5906,0.4192102,0.5613459
Potri.009G032800,0.2324945,5.587126,0.4192102,0.5613459
Potri.006G218400,0.2307134,5.580922,0.4192102,0.5613459
Potri.001G278800,-0.1928311,6.131072,0.4201994,0.5625738
Potri.007G034800,-0.09042474,8.548034,0.4203015,0.562614
Potri.016G068600,-0.2675088,5.304357,0.4216322,0.5642984
Potri.018G005600,0.1874277,6.147193,0.4226852,0.5654166
Potri.005G231000,-0.1866304,6.143407,0.4226852,0.5654166
Potri.007G094100,0.1736443,6.147917,0.4226852,0.5654166
Potri.015G007400,0.2325646,5.60957,0.4229294,0.5655494
Potri.006G145800,0.2097216,5.609982,0.4229294,0.5655494
Potri.010G219500,-0.07469049,9.256192,0.423696,0.5664773
Potri.T108000,-0.1708735,6.387953,0.4240202,0.5668137
Potri.007G018700,-0.1904881,6.163172,0.42514,0.5681158
Potri.009G061000,-0.1877826,6.163683,0.42514,0.5681158
Potri.018G142500,-0.09537234,8.189155,0.4254773,0.5684692
Potri.018G037700,-0.1477507,6.626472,0.4257486,0.5687342
Potri.013G128500,-0.2600424,5.324748,0.4262707,0.5691392
Potri.002G027900,-0.2550953,5.321937,0.4262707,0.5691392
Potri.T046300,-0.2495805,5.324119,0.4262707,0.5691392
Potri.009G137400,-0.2235227,5.634228,0.4265796,0.5694542
Potri.004G184500,-0.1261354,7.028548,0.4270436,0.569906
Potri.014G105400,0.1175537,7.20711,0.4270642,0.569906
Potri.018G090400,-0.1820378,6.182822,0.4275644,0.5704067
Potri.008G188900,-0.1101455,7.708523,0.4276573,0.5704067
Potri.006G092000,0.1342319,6.838152,0.4276588,0.5704067
Potri.013G074100,0.1708125,6.413054,0.4281017,0.5708998
Potri.019G079300,0.1227995,7.221476,0.4293384,0.5724512
Potri.001G310500,0.18207,6.184022,0.4299591,0.5727671
Potri.002G036500,-0.1762906,6.188559,0.4299591,0.5727671
Potri.014G043600,0.1724816,6.189105,0.4299591,0.5727671
Potri.012G081600,0.2353213,5.651327,0.4301628,0.5727671
Potri.005G076500,0.2322648,5.648372,0.4301628,0.5727671
Potri.012G108200,-0.2143246,5.650071,0.4301628,0.5727671
Potri.006G121000,-0.2052789,5.652325,0.4301628,0.5727671
Potri.006G127100,0.2051046,5.653544,0.4301628,0.5727671
Potri.015G009300,-0.2556055,5.350872,0.4308015,0.5729665
Potri.004G058400,0.251476,5.349176,0.4308015,0.5729665
Potri.001G150300,-0.2403171,5.356249,0.4308015,0.5729665
Potri.010G130300,0.2397389,5.352551,0.4308015,0.5729665
Potri.010G240300,0.2377133,5.353426,0.4308015,0.5729665
Potri.016G131900,0.2016993,5.935396,0.4309002,0.5729665
Potri.004G085700,-0.196222,5.946167,0.4309002,0.5729665
Potri.004G201900,-0.1883118,5.938356,0.4309002,0.5729665
Potri.010G191200,-0.09065195,8.393212,0.4314254,0.5734869
Potri.001G450000,0.1358042,8.486257,0.4314386,0.5734869
Potri.014G042800,0.1659821,6.441067,0.4320994,0.5742674
Potri.001G172100,0.1835507,6.204568,0.4323246,0.574371
Potri.009G070600,0.1751906,6.204772,0.4323246,0.574371
Potri.014G150000,0.2359616,5.670812,0.4336809,0.575571
Potri.012G016500,0.2226736,5.676107,0.4336809,0.575571
Potri.004G091100,0.2215155,5.666178,0.4336809,0.575571
Potri.016G117600,-0.2185854,5.669356,0.4336809,0.575571
Potri.005G120800,-0.2064828,5.674671,0.4336809,0.575571
Potri.001G429500,0.198236,5.950856,0.4337444,0.575571
Potri.T132400,0.197647,5.957501,0.4337444,0.575571
Potri.001G465900,0.1706691,6.21497,0.4346615,0.5766899
Potri.010G147400,-0.1314821,6.885277,0.4349605,0.5769884
Potri.008G073100,0.2473974,5.364511,0.4352287,0.5771478
Potri.001G164800,0.2436002,5.380536,0.4352287,0.5771478
Potri.003G052700,-0.1282065,7.082258,0.4359432,0.5779957
Potri.008G141400,-0.1664519,6.466205,0.4360162,0.5779957
Potri.016G035500,0.1867967,5.966416,0.4365473,0.5786013
Potri.014G106500,-0.1161662,7.614529,0.4370997,0.5792351
Potri.006G165700,-0.09664855,8.0669,0.4378639,0.5801492
Potri.001G143200,0.1534276,6.4708,0.4379451,0.5801583
Potri.013G084500,-0.1341134,6.90561,0.4392124,0.5815022
Potri.006G032900,0.1714789,6.247536,0.4392517,0.5815022
Potri.010G102400,0.1983631,5.988164,0.4393097,0.5815022
Potri.009G158600,0.1858908,5.986798,0.4393097,0.5815022
Potri.001G352900,0.2505824,5.396887,0.439556,0.5815022
Potri.005G061700,-0.2489473,5.391838,0.439556,0.5815022
Potri.001G293900,0.2403382,5.4057,0.439556,0.5815022
Potri.009G091200,0.231222,5.39737,0.439556,0.5815022
Potri.004G174200,-0.1562956,6.498649,0.4417454,0.5842995
Potri.001G200500,0.1941316,6.001636,0.4420327,0.5843822
Potri.018G001800,-0.187164,6.005004,0.4420327,0.5843822
Potri.002G126200,0.1865607,6.003205,0.4420327,0.5843822
Potri.003G072500,-0.149545,6.511378,0.4436174,0.5861076
Potri.002G100000,0.2387553,5.419495,0.4437871,0.5861076
Potri.006G216400,-0.2164564,5.734311,0.4438638,0.5861076
Potri.005G222200,-0.2163127,5.73487,0.4438638,0.5861076
Potri.003G063400,-0.2160645,5.729973,0.4438638,0.5861076
Potri.009G097300,0.2066595,5.736942,0.4438638,0.5861076
Potri.003G021800,0.2064102,5.728496,0.4438638,0.5861076
Potri.013G152300,0.1915432,6.54111,0.444031,0.5862291
Potri.001G071000,-0.1046776,9.022754,0.4442579,0.5864294
Potri.T168800,-0.1129884,7.314539,0.4445495,0.5866662
Potri.010G209000,-0.1914754,6.025056,0.4447171,0.5866662
Potri.017G048900,0.1769364,6.016595,0.4447171,0.5866662
Potri.001G195000,0.1232224,6.940406,0.4447381,0.5866662
Potri.006G032000,0.151155,6.514965,0.4454711,0.5875337
Potri.003G101700,0.2192978,5.747542,0.4471401,0.5892495
Potri.008G154700,0.2088199,5.744504,0.4471401,0.5892495
Potri.010G092700,-0.1459738,6.530657,0.4473067,0.5892495
Potri.010G094600,0.1752216,6.03229,0.4473638,0.5892495
Potri.T099700,0.2424201,5.44916,0.4479255,0.5892495
Potri.002G024700,0.2382506,5.449609,0.4479255,0.5892495
Potri.017G054000,-0.235459,5.439802,0.4479255,0.5892495
Potri.T002200,0.2338202,5.44163,0.4479255,0.5892495
Potri.007G098400,0.2337593,5.433747,0.4479255,0.5892495
Potri.018G024000,-0.2325399,5.44873,0.4479255,0.5892495
Potri.013G009800,-0.231238,5.4438,0.4479255,0.5892495
Potri.001G133000,0.2311051,5.44012,0.4479255,0.5892495
Potri.002G088400,0.2223998,5.438703,0.4479255,0.5892495
Potri.002G045700,0.2219166,5.447744,0.4479255,0.5892495
Potri.008G200700,-0.2145336,5.444645,0.4479255,0.5892495
Potri.016G023800,0.1175101,7.156546,0.4479807,0.5892495
Potri.001G352600,0.1137978,7.573077,0.4488524,0.5902966
Potri.013G153400,0.1014237,8.414966,0.4489598,0.5903382
Potri.016G055000,0.07250793,9.165164,0.449499,0.5909476
Potri.018G021800,0.2479968,5.465206,0.4519743,0.5938015
Potri.014G043200,0.2439291,5.462524,0.4519743,0.5938015
Potri.001G286900,0.2246849,5.472917,0.4519743,0.5938015
Potri.008G146600,-0.2149295,5.475724,0.4519743,0.5938015
Potri.013G117100,0.1579539,6.318833,0.4523909,0.5942488
Potri.010G122300,-0.1525949,6.565569,0.452708,0.5945651
Potri.009G026200,0.1975865,5.785444,0.4535256,0.5954384
Potri.010G226300,0.1948341,5.791357,0.4535256,0.5954384
Potri.014G192600,0.115298,7.182966,0.4538153,0.5957184
Potri.002G229200,0.09677693,8.131318,0.4541601,0.5960708
Potri.001G225500,-0.1614762,6.340283,0.4544938,0.5962079
Potri.005G021700,0.1575696,6.33108,0.4544938,0.5962079
Potri.007G002800,0.1541856,6.337277,0.4544938,0.5962079
Potri.010G187900,0.1643175,8.252201,0.4547874,0.5964926
Potri.001G175200,-0.1639966,6.08083,0.4550863,0.596684
Potri.018G047700,-0.1633489,6.080839,0.4550863,0.596684
Potri.013G015300,-0.1247255,7.009722,0.4553254,0.5968972
Potri.012G119600,-0.1090743,7.60845,0.4555229,0.5970557
Potri.007G000100,0.2407883,5.489622,0.4559367,0.5971967
Potri.004G186400,0.2342285,5.490299,0.4559367,0.5971967
Potri.005G247900,0.220082,5.495402,0.4559367,0.5971967
Potri.017G048700,0.2053326,5.492886,0.4559367,0.5971967
Potri.014G049900,0.104945,7.358459,0.4564132,0.5976132
Potri.017G066900,0.09701686,7.945836,0.4565272,0.5976132
Potri.011G137100,0.1618536,6.346209,0.4565731,0.5976132
Potri.016G076400,0.2038103,5.80586,0.4566378,0.5976132
Potri.002G259400,0.1874428,5.806462,0.4566378,0.5976132
Potri.018G032100,-0.1075758,7.44193,0.4571008,0.5981188
Potri.004G057600,-0.1795557,6.099183,0.4575906,0.5986592
Potri.006G272400,0.1262763,6.815781,0.4577652,0.5987873
Potri.003G003500,-0.1446891,6.595717,0.4579567,0.5989373
Potri.005G044400,0.08673889,8.763376,0.45813,0.5990635
Potri.001G071900,0.1077604,7.224127,0.4592929,0.6004835
Potri.001G240200,-0.2135294,5.826895,0.4596982,0.6006636
Potri.006G209700,-0.1100428,7.628331,0.4597739,0.6006636
Potri.011G023000,-0.2316275,5.520797,0.4598157,0.6006636
Potri.004G145700,0.2038599,5.510816,0.4598157,0.6006636
Potri.018G092500,0.2038403,5.514729,0.4598157,0.6006636
Potri.017G111400,-0.1806203,6.108166,0.4600612,0.6008837
Potri.017G071100,-0.1211377,7.041221,0.460401,0.6012268
Potri.006G163700,0.1424972,6.610951,0.4613745,0.6023972
Potri.014G021900,-0.1186959,7.044737,0.4616482,0.6026537
Potri.002G204100,-0.1229655,6.844051,0.4621284,0.603047
Potri.008G009800,-0.1789542,6.123059,0.4624989,0.603047
Potri.013G078100,0.1735428,6.125305,0.4624989,0.603047
Potri.008G154800,-0.171901,6.128172,0.4624989,0.603047
Potri.001G057400,-0.1712198,6.124733,0.4624989,0.603047
Potri.006G166000,-0.1702869,6.122478,0.4624989,0.603047
Potri.006G153900,0.156789,6.385924,0.4626734,0.603047
Potri.002G123100,-0.1978548,5.845147,0.4627083,0.603047
Potri.006G277000,-0.1969328,5.842499,0.4627083,0.603047
Potri.006G195400,-0.1004152,7.861937,0.4627226,0.603047
Potri.009G136900,-0.1457976,6.627623,0.4630597,0.6033855
Potri.009G064000,-0.2118411,5.545384,0.4636141,0.6039062
Potri.014G088800,0.2109221,5.535067,0.4636141,0.6039062
Potri.004G223700,0.1597884,6.396163,0.4646624,0.6051706
Potri.018G013900,0.1691837,6.133344,0.4649044,0.6053847
Potri.006G136500,-0.2052647,5.862448,0.4656694,0.60595
Potri.001G215800,0.2038282,5.857874,0.4656694,0.60595
Potri.019G077300,0.18885,5.854859,0.4656694,0.60595
Potri.002G095800,0.1851488,5.863942,0.4656694,0.60595
Potri.001G136800,-0.2617465,5.211485,0.4658047,0.60595
Potri.001G334300,-0.2569136,5.206507,0.4658047,0.60595
Potri.018G093000,-0.1265083,6.8719,0.4663897,0.6066099
Potri.013G010000,0.119625,7.076808,0.4665536,0.6067198
Potri.008G131500,0.1535682,6.413313,0.4666297,0.6067198
Potri.007G019500,-0.1697391,6.16038,0.4672784,0.6073326
Potri.010G184900,0.1562726,6.151703,0.4672784,0.6073326
Potri.001G296800,-0.2270994,5.558326,0.4673347,0.6073326
Potri.019G096700,0.1845998,5.87085,0.4685828,0.6088533
Potri.008G198000,-0.06461651,9.824835,0.4687195,0.6089294
Potri.017G070200,0.1176602,6.886434,0.4691758,0.6094207
Potri.002G015200,0.1592874,6.166494,0.4696215,0.609898
Potri.008G151700,-0.1227663,6.894645,0.4705528,0.6109536
Potri.007G118300,-0.2430375,5.244188,0.4705909,0.6109536
Potri.019G120200,0.2234944,5.580804,0.4709799,0.6110518
Potri.001G322500,-0.2193237,5.580169,0.4709799,0.6110518
Potri.010G061800,0.2102696,5.583147,0.4709799,0.6110518
Potri.013G032200,0.1987963,5.584304,0.4709799,0.6110518
Potri.006G246300,-0.1259924,6.678624,0.4712584,0.6113115
Potri.005G092200,-0.1832459,5.895778,0.4714498,0.6114579
Potri.010G241200,-0.08622625,8.299002,0.4723354,0.6124947
Potri.002G255900,-0.1425312,6.449267,0.4724062,0.6124947
Potri.002G256200,0.1650111,6.190764,0.4742178,0.614244
Potri.008G029600,0.1823629,5.903697,0.4742714,0.614244
Potri.008G130300,-0.1746292,5.918257,0.4742714,0.614244
Potri.012G079000,0.1457865,6.451115,0.4742909,0.614244
Potri.004G099200,-0.1010069,7.7094,0.4744266,0.614244
Potri.001G089400,0.2243561,5.598418,0.4745523,0.614244
Potri.001G349400,-0.2164254,5.597147,0.4745523,0.614244
Potri.014G103900,0.2120888,5.605684,0.4745523,0.614244
Potri.004G115900,-0.2116244,5.60892,0.4745523,0.614244
Potri.017G000500,-0.1958084,5.599694,0.4745523,0.614244
Potri.018G104100,0.1238013,6.917325,0.4746216,0.614244
Potri.014G024200,-0.2460681,5.251841,0.4752525,0.6148564
Potri.004G163800,-0.2423995,5.264926,0.4752525,0.6148564
Potri.014G147200,-0.08406981,8.486706,0.4754012,0.6149469
Potri.004G066000,-0.1356502,6.710274,0.4760037,0.6155148
Potri.010G081600,0.08808818,8.32018,0.4760786,0.6155148
Potri.003G188500,0.1499766,6.464195,0.476156,0.6155148
Potri.008G108400,-0.141628,6.471089,0.476156,0.6155148
Potri.001G112600,-0.1594288,6.215491,0.4764722,0.6158215
Potri.001G372300,0.1828338,5.923222,0.477049,0.6163487
Potri.005G234900,0.1723853,5.92304,0.477049,0.6163487
Potri.002G222700,0.08811737,8.569029,0.4771171,0.6163487
Potri.001G013200,0.2090265,5.613308,0.4780543,0.6173548
Potri.002G106500,-0.2047977,5.633,0.4780543,0.6173548
Potri.018G030900,0.1632391,6.2195,0.4786982,0.6179818
Potri.015G010400,-0.1488507,6.224701,0.4786982,0.6179818
Potri.002G082100,0.09654628,7.730143,0.4788335,0.6180542
Potri.002G222100,0.130481,6.723801,0.4790982,0.6182934
Potri.013G125200,-0.1720649,5.950326,0.4797835,0.6189872
Potri.003G162600,-0.2328742,5.276697,0.4797945,0.6189872
Potri.004G201700,-0.1590837,6.238804,0.4808965,0.6203064
Potri.015G129800,-0.07610088,8.542186,0.4813007,0.6207251
Potri.010G198300,0.1981868,5.633602,0.481488,0.6207614
Potri.010G059600,-0.1925869,5.643573,0.481488,0.6207614
Potri.007G085800,-0.08049918,8.418658,0.4819657,0.6212746
Potri.014G168300,0.101018,7.399044,0.4821993,0.621473
Potri.013G022500,0.1781064,5.965616,0.4824762,0.6215218
Potri.006G187900,0.1693319,5.966585,0.4824762,0.6215218
Potri.005G138600,0.1652467,5.95912,0.4824762,0.6215218
Potri.013G051500,0.09107625,7.883839,0.4834417,0.6226627
Potri.009G149200,0.1314439,6.752002,0.4836402,0.6227127
Potri.005G226900,0.1311529,6.751551,0.4836402,0.6227127
Potri.006G107300,0.1155477,6.976649,0.4837671,0.6227733
Potri.018G037900,-0.2373271,5.3153,0.4842219,0.6232559
Potri.019G071300,0.1046039,7.35573,0.4846468,0.6236571
Potri.019G032800,-0.2102605,5.665559,0.4848556,0.6236571
Potri.017G091900,-0.2055911,5.663849,0.4848556,0.6236571
Potri.010G048200,-0.1873959,5.669886,0.4848556,0.6236571
Potri.001G166200,0.1089035,7.194813,0.4849334,0.6236571
Potri.010G207100,-0.1589637,5.980148,0.485128,0.6237893
Potri.005G192300,-0.1377987,6.529572,0.4851961,0.6237893
Potri.017G102700,0.1129706,6.991555,0.4862949,0.6250989
Potri.011G107900,0.1020627,7.6547,0.4865326,0.6253014
Potri.004G033300,-0.1397596,6.54219,0.4869493,0.6256308
Potri.013G002400,-0.1327734,6.538057,0.4869493,0.6256308
Potri.007G100000,-0.1754983,6.001111,0.48774,0.6263372
Potri.018G023700,0.1721821,5.99368,0.48774,0.6263372
Potri.006G141300,-0.1651058,5.995778,0.48774,0.6263372
Potri.006G146500,-0.2017087,5.688113,0.4881593,0.6266693
Potri.002G137400,0.1908614,5.682366,0.4881593,0.6266693
Potri.006G004600,0.2216306,5.33647,0.4885395,0.6270542
Potri.010G045200,0.1376697,6.559431,0.4904035,0.6292894
Potri.009G073400,0.1018882,7.459636,0.4904424,0.6292894
Potri.008G158300,-0.2076918,5.703576,0.4914009,0.6302196
Potri.004G186600,0.1855506,5.69691,0.4914009,0.6302196
Potri.004G211500,-0.1465545,6.30683,0.4914905,0.6302196
Potri.001G140300,0.1384079,6.303818,0.4914905,0.6302196
Potri.011G068600,0.1007788,7.375648,0.4923846,0.6312141
Potri.019G052400,-0.2337242,5.355762,0.4927516,0.6312141
Potri.001G360300,0.2310954,5.362256,0.4927516,0.6312141
Potri.012G045000,-0.217048,5.362859,0.4927516,0.6312141
Potri.004G037700,0.2159402,5.362385,0.4927516,0.6312141
Potri.005G255000,0.2130779,5.367463,0.4927516,0.6312141
Potri.017G088700,-0.09933205,7.477237,0.4938669,0.6325388
Potri.013G011900,-0.1937786,5.719867,0.4945824,0.6330395
Potri.019G124100,-0.1903086,5.717437,0.4945824,0.6330395
Potri.006G075000,0.1840959,5.728556,0.4945824,0.6330395
Potri.018G070400,0.1756416,5.721993,0.4945824,0.6330395
Potri.009G125100,0.1592085,6.038896,0.4953464,0.6339133
Potri.T051700,-0.1290852,6.592364,0.4954579,0.633952
Potri.011G168000,0.1405725,6.326087,0.4955523,0.6339688
Potri.017G061900,-0.1011866,7.270215,0.4965354,0.6351224
Potri.004G078700,-0.2215237,5.394526,0.4968624,0.6351241
Potri.003G145200,-0.2154687,5.377671,0.4968624,0.6351241
Potri.010G157400,0.2151426,5.390304,0.4968624,0.6351241
Potri.013G060900,-0.2004364,5.390774,0.4968624,0.6351241
Potri.014G160000,-0.1452171,6.342829,0.4975474,0.6357054
Potri.001G301900,-0.1018161,7.274957,0.4975522,0.6357054
Potri.018G061800,0.1826878,5.747894,0.4977056,0.6357054
Potri.002G082800,0.1786687,5.737392,0.4977056,0.6357054
Potri.012G109400,0.1599331,6.061648,0.4978084,0.6357054
Potri.009G007200,0.1595331,6.05895,0.4978084,0.6357054
Potri.001G239700,-0.1299086,9.132669,0.4978877,0.6357054
Potri.013G027900,-0.1020454,7.403482,0.4993898,0.6375188
Potri.006G056900,0.109432,7.082789,0.4995716,0.6376466
Potri.004G134400,0.1566546,6.067667,0.5002351,0.638389
Potri.001G358600,0.1793324,5.757736,0.5007722,0.6384756
Potri.014G052500,0.1765645,5.760299,0.5007722,0.6384756
Potri.008G175500,-0.1696752,5.75955,0.5007722,0.6384756
Potri.T045400,0.200423,5.409175,0.5008759,0.6384756
Potri.016G111000,0.1934774,5.409892,0.5008759,0.6384756
Potri.001G395700,0.1933347,5.40783,0.5008759,0.6384756
Potri.008G026700,0.1932209,5.405314,0.5008759,0.6384756
Potri.008G115700,0.1528391,6.366277,0.5014686,0.6391266
Potri.001G304800,0.05455446,9.987819,0.5026903,0.6405791
Potri.002G097600,-0.1936769,5.778238,0.5037839,0.6416581
Potri.004G237100,0.180118,5.770806,0.5037839,0.6416581
Potri.004G171600,0.171557,5.777437,0.5037839,0.6416581
Potri.003G056000,0.2289802,5.431735,0.5047958,0.6424225
Potri.009G016700,0.2150643,5.425909,0.5047958,0.6424225
Potri.002G124600,0.2139071,5.42392,0.5047958,0.6424225
Potri.010G025900,-0.2071547,5.425749,0.5047958,0.6424225
Potri.011G169900,-0.2020723,5.436775,0.5047958,0.6424225
Potri.006G263600,-0.1551216,6.108022,0.5049859,0.6425153
Potri.015G084700,-0.08816828,7.96876,0.5050335,0.6425153
Potri.013G070300,-0.1314943,6.618175,0.5058122,0.643401
Potri.014G029800,-0.1827025,5.801704,0.5067423,0.644479
Potri.005G247600,0.1564243,6.121556,0.5073116,0.6450221
Potri.003G096800,0.109952,6.905437,0.5073347,0.6450221
Potri.010G234800,-0.1014453,7.132536,0.5075094,0.645139
Potri.004G143400,0.0687167,8.749584,0.5079878,0.645642
Potri.010G253200,-0.2198435,5.460496,0.5086256,0.6460316
Potri.007G059000,0.2144088,5.458226,0.5086256,0.6460316
Potri.009G047300,0.2104493,5.449365,0.5086256,0.6460316
Potri.008G192200,0.1984318,5.460082,0.5086256,0.6460316
Potri.012G037500,-0.08835766,7.873635,0.509216,0.6466761
Potri.007G076900,-0.1545323,6.136119,0.5096052,0.6468046
Potri.019G131200,0.185179,5.812139,0.5096489,0.6468046
Potri.015G007700,-0.177888,5.824309,0.5096489,0.6468046
Potri.014G197600,-0.1768634,5.815557,0.5096489,0.6468046
Potri.001G347100,0.1243642,6.678351,0.5097737,0.6468578
Potri.013G059700,0.133619,6.428125,0.5108875,0.6481657
Potri.009G018800,0.09559196,7.447632,0.5118269,0.6489865
Potri.T106100,0.1567639,6.14065,0.5118673,0.6489865
Potri.013G039600,0.1561992,6.144058,0.5118673,0.6489865
Potri.010G106300,-0.1451376,6.150219,0.5118673,0.6489865
Potri.010G001400,-0.2092027,5.473094,0.5123687,0.6491621
Potri.T048400,0.2071566,5.477497,0.5123687,0.6491621
Potri.008G068400,-0.1887017,5.485355,0.5123687,0.6491621
Potri.001G197600,0.1766075,5.478737,0.5123687,0.6491621
Potri.002G047100,0.1728577,5.829736,0.5125052,0.6491621
Potri.017G134800,0.1646446,5.837509,0.5125052,0.6491621
Potri.T059000,-0.143562,6.442486,0.5127087,0.6492091
Potri.011G022500,0.1341468,6.434833,0.5127087,0.6492091
Potri.002G154500,-0.1739257,5.845159,0.5153126,0.6522945
Potri.014G104500,0.1724707,5.847589,0.5153126,0.6522945
Potri.001G004800,-0.210143,5.509873,0.5160284,0.6530945
Potri.001G371700,-0.132006,6.460391,0.5162915,0.6532265
Potri.009G128900,0.141573,6.171233,0.5163002,0.6532265
Potri.014G158300,0.09455928,7.66044,0.5177122,0.6549068
Potri.001G188800,0.1671806,5.865758,0.5180726,0.6552564
Potri.002G111700,0.1489475,6.194085,0.5184722,0.6556555
Potri.010G126000,-0.08065874,8.417487,0.5186616,0.6557887
Potri.017G142600,0.2044309,5.516869,0.5196075,0.6563463
Potri.005G087200,0.2039846,5.516157,0.5196075,0.6563463
Potri.008G049900,-0.1915294,5.51925,0.5196075,0.6563463
Potri.006G000200,-0.1891621,5.530465,0.5196075,0.6563463
Potri.008G065200,-0.1873776,5.520154,0.5196075,0.6563463
Potri.019G077100,0.174105,5.522297,0.5196075,0.6563463
Potri.005G133800,-0.09643172,7.387042,0.5198153,0.6565025
Potri.002G108000,0.06852588,8.574239,0.5200333,0.6566638
Potri.009G136800,0.1197382,6.750017,0.5201114,0.6566638
Potri.002G036600,-0.1425766,6.203922,0.5206155,0.6571939
Potri.004G199600,-0.1633291,5.883469,0.5207863,0.6573031
Potri.008G085600,-0.0908867,7.705155,0.5219113,0.6586164
Potri.012G117800,0.1069971,7.005358,0.5222432,0.6588221
Potri.019G131400,-0.1052021,7.010356,0.5222432,0.6588221
Potri.015G125100,-0.146893,6.224279,0.5227307,0.6591782
Potri.012G090200,-0.2091988,5.54921,0.5231091,0.6591782
Potri.010G241800,-0.2059834,5.552485,0.5231091,0.6591782
Potri.012G075600,0.1987133,5.552329,0.5231091,0.6591782
Potri.001G047900,0.1970127,5.549068,0.5231091,0.6591782
Potri.005G119500,0.1877899,5.538876,0.5231091,0.6591782
Potri.003G045500,0.06256579,8.995575,0.5232173,0.6591782
Potri.005G091400,-0.1228649,6.510159,0.5232285,0.6591782
Potri.006G000800,-0.1803216,5.906464,0.5234551,0.6591782
Potri.002G022100,-0.1692616,5.9004,0.5234551,0.6591782
Potri.008G008100,0.1655254,5.904057,0.5234551,0.6591782
Potri.013G035500,0.07690283,8.311943,0.5237152,0.6593993
Potri.018G058600,0.08780872,7.972486,0.5245402,0.6602789
Potri.003G038700,-0.08468824,7.844675,0.5245831,0.6602789
Potri.014G128800,0.08584895,7.721591,0.5248897,0.6605582
Potri.017G150100,-0.09304491,7.708915,0.5254408,0.6611451
Potri.001G061900,-0.2035641,5.567327,0.5265358,0.6620544
Potri.002G163000,0.1908746,5.56026,0.5265358,0.6620544
Potri.010G035400,-0.182322,5.576026,0.5265358,0.6620544
Potri.015G031800,0.1287773,6.532925,0.5265879,0.6620544
Potri.006G250000,0.1250018,6.528889,0.5265879,0.6620544
Potri.001G236900,-0.09284593,7.588327,0.5267519,0.6621539
Potri.011G080000,0.133621,6.244877,0.5268793,0.6621554
