,logFC,logCPM,PValue,FDR
Potri.019G099000,-0.120549464,6.286865606,0.616780645,0.801686695
Potri.002G055700,-0.128604591,11.14368697,0.616865898,0.801686695
Potri.001G010800,0.144199882,5.878003271,0.617035344,0.801686695
Potri.018G006000,0.140264052,5.882731146,0.617035344,0.801686695
Potri.010G098200,-0.139924857,5.876486102,0.617035344,0.801686695
Potri.017G142400,-0.122104276,5.875754169,0.617035344,0.801686695
Potri.014G036400,-0.116470402,7.557733894,0.617052427,0.801686695
Potri.005G101400,0.098600067,9.273474257,0.617321093,0.801805398
Potri.001G340900,0.105273733,6.464433919,0.617445194,0.801805398
Potri.015G048200,0.181500885,5.404919559,0.618021001,0.801805398
Potri.006G129100,-0.178214387,5.399388752,0.618021001,0.801805398
Potri.010G213700,0.172237761,5.398252035,0.618021001,0.801805398
Potri.006G183000,0.166776985,5.418372086,0.618021001,0.801805398
Potri.016G010200,-0.150753034,5.408873598,0.618021001,0.801805398
Potri.004G044500,-0.104059202,6.773339078,0.618039664,0.801805398
Potri.013G059300,0.115251435,6.298788597,0.618597275,0.802383422
Potri.003G161200,-0.113132531,7.679898072,0.618817553,0.80244601
Potri.002G045100,-0.112641598,6.889244054,0.618869674,0.80244601
Potri.018G068300,-0.112903268,6.634000845,0.61906838,0.80255832
Potri.004G053400,-0.115643739,7.886221636,0.619294851,0.802618606
Potri.006G136400,-0.138732246,5.90030483,0.619486939,0.802618606
Potri.002G028700,-0.097749878,10.11389256,0.619489454,0.802618606
Potri.008G117200,0.108194524,6.61727459,0.619563273,0.802618606
Potri.007G002800,0.111830439,6.310682623,0.620388667,0.803542484
Potri.002G124200,0.108624818,7.382004769,0.620892632,0.804035868
Potri.016G058300,-0.190720307,5.434676059,0.621498146,0.804035868
Potri.017G036600,0.186643484,5.433107355,0.621498146,0.804035868
Potri.001G243400,-0.178441788,5.429038069,0.621498146,0.804035868
Potri.T094400,-0.163041033,5.441228378,0.621498146,0.804035868
Potri.002G160800,-0.128645707,7.561892111,0.621622262,0.804035868
Potri.009G166900,0.146466203,5.909886435,0.621892547,0.804035868
Potri.003G055200,0.134985433,5.913877036,0.621892547,0.804035868
Potri.001G135200,-0.133845627,5.91369518,0.621892547,0.804035868
Potri.013G001300,-0.129765803,5.908714461,0.621892547,0.804035868
Potri.014G119700,0.098835066,8.780047961,0.623427026,0.805596037
Potri.014G151300,0.108907132,6.341303846,0.623898029,0.805596037
Potri.005G145900,0.107887651,6.342116783,0.623898029,0.805596037
Potri.005G015100,-0.100678948,6.34293751,0.623898029,0.805596037
Potri.006G204900,0.097278995,6.81161563,0.624167553,0.805596037
Potri.018G016900,-0.109411243,8.249657273,0.624220746,0.805596037
Potri.002G032100,-0.134046045,5.92396734,0.624253587,0.805596037
Potri.003G102900,-0.124266559,5.929782665,0.624253587,0.805596037
Potri.001G262100,0.110331767,8.345119757,0.62431325,0.805596037
Potri.016G063100,0.113688003,6.32858196,0.624440818,0.805596037
Potri.011G060800,0.105389652,6.799411408,0.624556633,0.805596037
Potri.019G052100,-0.188635774,5.457764618,0.624882782,0.805596037
Potri.015G101200,0.174137213,5.455499546,0.624882782,0.805596037
Potri.004G230200,0.166753209,5.456715431,0.624882782,0.805596037
Potri.015G142600,0.160676316,5.454298972,0.624882782,0.805596037
Potri.002G061400,-0.101804339,7.26880397,0.624899496,0.805596037
Potri.003G136200,-0.098567185,6.809550335,0.625038094,0.805629659
Potri.001G049900,0.12054346,6.356084566,0.625617104,0.806085741
Potri.015G122400,-0.104799303,6.352560897,0.625617104,0.806085741
Potri.004G143400,0.105680191,7.171939679,0.626256489,0.806734641
Potri.004G073300,-0.135672205,5.948620852,0.626571416,0.806734641
Potri.019G054400,0.133103716,5.951104393,0.626571416,0.806734641
Potri.002G071000,-0.129554685,5.951508973,0.626571416,0.806734641
Potri.006G148600,0.110698555,7.468968105,0.626903923,0.807017636
Potri.001G087500,-0.112827102,7.266756199,0.627867051,0.807606456
Potri.010G198000,0.173850299,5.485503965,0.628178934,0.807606456
Potri.004G219000,-0.171046336,5.486310313,0.628178934,0.807606456
Potri.014G081600,-0.16162935,5.481418979,0.628178934,0.807606456
Potri.013G076200,0.157061238,5.489354165,0.628178934,0.807606456
Potri.004G228300,-0.156824753,5.480652839,0.628178934,0.807606456
Potri.004G089300,-0.154579549,5.486377727,0.628178934,0.807606456
Potri.008G058500,-0.137604712,10.55542945,0.628263681,0.807606456
Potri.016G113500,0.132029867,5.961608367,0.628847336,0.808043476
Potri.007G008000,0.125189111,5.971787079,0.628847336,0.808043476
Potri.004G090400,0.107812948,6.751527069,0.62894222,0.808043476
Potri.001G239900,0.103716472,8.448458038,0.629605566,0.808750601
Potri.005G084200,-0.102220661,6.620037562,0.629794558,0.808848257
Potri.006G228000,0.098732993,6.818439033,0.630506975,0.809617995
Potri.002G173100,-0.119169426,6.396215438,0.630638161,0.809641247
Potri.004G022900,0.176841833,5.503244829,0.631390387,0.80996004
Potri.003G178000,-0.160929258,5.511043118,0.631390387,0.80996004
Potri.001G335600,0.156520229,5.499800361,0.631390387,0.80996004
Potri.012G096300,-0.156002321,5.50177686,0.631390387,0.80996004
Potri.008G156300,-0.107741511,7.469739209,0.631452087,0.80996004
Potri.006G121300,0.105826109,6.837436684,0.632293413,0.810893934
Potri.001G415700,-0.095974003,7.195088762,0.632655275,0.811212709
Potri.013G004400,0.132774646,6.008810789,0.633278384,0.81172095
Potri.001G317500,-0.122080262,5.99921727,0.633278384,0.81172095
Potri.003G077000,0.174047615,5.529559202,0.634520705,0.81273135
Potri.002G055800,0.17053262,5.527079473,0.634520705,0.81273135
Potri.016G000400,0.150373221,5.524202522,0.634520705,0.81273135
Potri.010G034500,-0.133665131,5.532724737,0.634520705,0.81273135
Potri.014G010100,0.116678825,6.021483239,0.635435854,0.813649994
Potri.002G248800,0.105422143,6.431251908,0.635465191,0.813649994
Potri.018G086100,0.099755495,6.848844744,0.635661086,0.813755297
Potri.013G027600,-0.105613325,7.657444172,0.636931364,0.814296066
Potri.016G075600,0.115597515,6.444424022,0.63703322,0.814296066
Potri.016G081700,-0.101360893,6.445203942,0.63703322,0.814296066
Potri.018G105300,-0.09781022,6.445057068,0.63703322,0.814296066
Potri.001G278500,0.096764607,7.316005073,0.637133055,0.814296066
Potri.007G011000,-0.094914881,7.219604134,0.637389541,0.814296066
Potri.008G112200,-0.124206758,6.027205287,0.637556106,0.814296066
Potri.010G005000,-0.171838682,5.555151,0.637573243,0.814296066
Potri.006G258600,-0.167223652,5.550324696,0.637573243,0.814296066
Potri.001G049800,-0.166428662,5.550199282,0.637573243,0.814296066
Potri.010G075000,0.161885195,5.552536812,0.637573243,0.814296066
Potri.016G092300,0.145555451,5.548471196,0.637573243,0.814296066
Potri.004G163700,0.132374126,5.554019854,0.637573243,0.814296066
Potri.005G180500,-0.095552352,7.007860725,0.637675704,0.814296066
Potri.004G210100,-0.095326967,6.86383471,0.637890696,0.814425354
Potri.006G221900,-0.133223913,6.474861625,0.639006982,0.815705115
Potri.001G140600,-0.131316587,6.055573576,0.639640198,0.816222387
Potri.016G045900,0.12509012,6.048007037,0.639640198,0.816222387
Potri.005G199700,0.10331847,8.0520851,0.640302195,0.816921546
Potri.013G029000,-0.137172921,5.579867187,0.640551168,0.816948051
Potri.002G169300,0.134662936,5.575413303,0.640551168,0.816948051
Potri.017G111400,0.131835969,6.06659872,0.641689144,0.818107954
Potri.005G248500,-0.110581249,6.066634255,0.641689144,0.818107954
Potri.007G026900,0.096774145,7.085123405,0.643134658,0.819800796
Potri.006G002700,0.147893223,5.597563375,0.643457468,0.819800796
Potri.014G173900,-0.132272583,5.602372002,0.643457468,0.819800796
Potri.015G071900,-0.135120773,6.085141677,0.643703921,0.819800796
Potri.005G235300,-0.129657963,6.086011415,0.643703921,0.819800796
Potri.018G037700,-0.109624913,6.081754721,0.643703921,0.819800796
Potri.017G114700,-0.100177821,6.509344361,0.64458485,0.820776725
Potri.006G090600,0.124675806,6.101951623,0.645685469,0.821259311
Potri.001G455000,0.115178675,6.101228949,0.645685469,0.821259311
Potri.005G005800,0.113433125,6.094803198,0.645685469,0.821259311
Potri.006G135800,0.160197577,5.622381748,0.646294967,0.821259311
Potri.008G066700,0.156465685,5.624366421,0.646294967,0.821259311
Potri.007G070700,0.14597217,5.619716347,0.646294967,0.821259311
Potri.001G357200,-0.145135794,5.629120355,0.646294967,0.821259311
Potri.004G195300,-0.142285784,5.628609263,0.646294967,0.821259311
Potri.019G050500,-0.131570546,5.624045558,0.646294967,0.821259311
Potri.003G086400,0.129410174,5.622742707,0.646294967,0.821259311
Potri.006G175600,0.128481593,5.622984657,0.646294967,0.821259311
Potri.017G140800,0.09940126,7.701857456,0.646340253,0.821259311
Potri.005G071900,-0.101353367,7.81248894,0.646720133,0.821596195
Potri.002G138800,-0.101453579,7.588111944,0.647343119,0.822241748
Potri.001G050100,0.111060455,6.119045046,0.64763469,0.82246619
Potri.001G100300,-0.107405799,7.593638564,0.648303094,0.823014432
Potri.017G122200,0.091190332,6.764121476,0.648394305,0.823014432
Potri.006G099500,-0.13815747,11.25614337,0.648411231,0.823014432
Potri.004G065800,-0.100989047,6.542567533,0.648898827,0.823252208
Potri.013G099200,-0.096323293,6.544548422,0.648898827,0.823252208
Potri.004G202500,0.166465949,5.646277196,0.649066337,0.823252208
Potri.018G130800,0.134095239,5.639959188,0.649066337,0.823252208
Potri.007G043900,-0.114542207,6.255929341,0.649173459,0.823252208
Potri.001G311000,-0.106901464,6.554676306,0.650302795,0.824538341
Potri.015G023300,0.101298917,8.147188638,0.650728192,0.824931632
Potri.005G050700,-0.105872383,6.544133075,0.651307258,0.825380721
Potri.010G076800,-0.15442551,5.669875211,0.651774106,0.825380721
Potri.001G020300,-0.140845897,5.672581433,0.651774106,0.825380721
Potri.002G233500,-0.140615223,5.669355328,0.651774106,0.825380721
Potri.002G123100,0.140539214,5.665107521,0.651774106,0.825380721
Potri.003G044200,0.137269685,5.672354335,0.651774106,0.825380721
Potri.002G099800,-0.106697018,7.044381385,0.652420781,0.825995842
Potri.018G107300,0.092552953,8.56920821,0.652530129,0.825995842
Potri.004G124800,0.097035943,6.668154197,0.652786184,0.825995842
Potri.015G088500,0.102643699,7.77257063,0.652821835,0.825995842
Potri.006G077400,-0.094245587,7.18691161,0.652836658,0.825995842
Potri.011G006000,0.099446358,8.271591273,0.653402354,0.826565522
Potri.008G117800,0.090094153,7.240390039,0.653904995,0.826831125
Potri.016G037900,0.14716069,5.681008869,0.654420668,0.826831125
Potri.003G206000,-0.139581005,5.68688485,0.654420668,0.826831125
Potri.009G158600,-0.139322812,5.687158418,0.654420668,0.826831125
Potri.001G456500,-0.139056841,5.687625537,0.654420668,0.826831125
Potri.007G089200,0.134146063,5.684852037,0.654420668,0.826831125
Potri.002G020900,0.12516442,5.687737616,0.654420668,0.826831125
Potri.001G015000,-0.121503663,6.178598102,0.655125225,0.82742249
Potri.004G201400,0.113753937,6.175989688,0.655125225,0.82742249
Potri.011G168700,-0.145918506,10.23387852,0.655235408,0.82742249
Potri.008G135200,-0.103629276,7.238655121,0.655752826,0.82792986
Potri.003G043900,-0.089791704,6.566777062,0.656614245,0.828560255
Potri.013G105900,-0.090469667,6.589847935,0.656728437,0.828560255
Potri.010G212300,-0.095509231,6.874771638,0.656883403,0.828560255
Potri.012G000700,-0.111071678,6.19423238,0.656925232,0.828560255
Potri.001G398600,0.139393255,5.715046358,0.657008295,0.828560255
Potri.008G075400,0.127138397,5.706402711,0.657008295,0.828560255
Potri.003G031900,0.093663471,6.93468032,0.657062169,0.828560255
Potri.003G119200,-0.110021997,7.621530768,0.657537662,0.828878266
Potri.003G170800,-0.093088372,7.436669068,0.657545887,0.828878266
Potri.008G018600,0.114752634,6.206983476,0.658697674,0.830162564
Potri.010G171600,-0.090242537,7.041614485,0.658796604,0.830162564
Potri.008G214100,-0.149858323,5.729686156,0.659539141,0.830227007
Potri.015G110800,-0.140308252,5.730753007,0.659539141,0.830227007
Potri.012G089700,0.129169905,5.734265074,0.659539141,0.830227007
Potri.008G205900,0.119539268,5.730067225,0.659539141,0.830227007
Potri.005G114800,-0.118163837,5.727483894,0.659539141,0.830227007
Potri.001G331600,-0.099572409,7.929503839,0.659543466,0.830227007
Potri.001G080400,0.095940002,7.064485572,0.660401707,0.831067424
Potri.013G113500,-0.124261119,6.22212454,0.660443246,0.831067424
Potri.014G139500,0.086187975,9.525057048,0.660772545,0.831335692
Potri.004G160300,-0.089819437,8.843961083,0.661395089,0.831915138
Potri.005G168600,-0.130643862,6.12793972,0.661515293,0.831915138
Potri.010G068500,0.098374425,8.183224321,0.661687131,0.831915138
Potri.006G202100,0.148394798,5.749557253,0.662015254,0.831915138
Potri.001G157900,-0.134421324,5.748312513,0.662015254,0.831915138
Potri.017G075600,-0.132048957,5.753272354,0.662015254,0.831915138
Potri.012G117600,-0.099281676,7.391018676,0.66211805,0.831915138
Potri.006G213600,-0.094395274,6.23738197,0.662162622,0.831915138
Potri.014G120700,-0.09191813,10.41146098,0.662823045,0.832598772
Potri.011G064800,-0.090500767,6.773146515,0.66320206,0.832911129
Potri.010G243100,0.091464595,8.709208,0.663304365,0.832911129
Potri.001G329400,-0.094367375,6.920874608,0.663565886,0.833001376
Potri.010G217800,0.091262978,7.255642199,0.663608917,0.833001376
Potri.003G066000,-0.112004978,6.248424627,0.66385645,0.833166026
Potri.007G094500,0.140531442,5.773150211,0.664438576,0.833324804
Potri.007G119200,0.133577909,5.764061996,0.664438576,0.833324804
Potri.008G045600,0.130237283,5.7731946,0.664438576,0.833324804
Potri.002G184300,-0.093842868,7.615001388,0.664448506,0.833324804
Potri.001G088300,0.090918249,8.479904433,0.664912714,0.833760951
Potri.006G142800,0.110670952,6.263573017,0.665525357,0.834236967
Potri.012G002600,-0.099040324,6.267512243,0.665525357,0.834236967
Potri.016G051700,-0.09204129,6.957868656,0.66578406,0.834415171
Potri.015G080600,0.130768601,5.784701511,0.666810959,0.835117451
Potri.016G013500,0.128674907,5.794442512,0.666810959,0.835117451
Potri.011G077200,-0.12619807,5.791828122,0.666810959,0.835117451
Potri.016G110800,-0.123714795,5.796741867,0.666810959,0.835117451
Potri.008G144200,-0.094706476,6.279302289,0.667169949,0.835420922
Potri.007G033700,0.136228718,11.14129317,0.667551764,0.835752864
Potri.002G138300,-0.085201708,7.344116859,0.668239062,0.835834019
Potri.010G149500,-0.093592896,6.651607788,0.668512124,0.835834019
Potri.006G125300,0.105513422,6.287399129,0.668790811,0.835834019
Potri.014G167800,-0.104556196,6.289162229,0.668790811,0.835834019
Potri.010G011000,-0.101579186,6.289855048,0.668790811,0.835834019
Potri.008G154100,0.098101594,6.295536502,0.668790811,0.835834019
Potri.008G051700,-0.089201289,7.315697165,0.668946434,0.835834019
Potri.005G213000,-0.14008062,5.809838539,0.669134162,0.835834019
Potri.002G069200,0.139541252,5.811905347,0.669134162,0.835834019
Potri.006G080900,0.136822337,5.814285867,0.669134162,0.835834019
Potri.019G041700,0.129587647,5.806202063,0.669134162,0.835834019
Potri.002G194000,-0.126620665,5.817443161,0.669134162,0.835834019
Potri.006G000200,0.122577385,5.803071102,0.669134162,0.835834019
Potri.008G018300,-0.106409059,6.303125862,0.670388507,0.83725479
Potri.019G034300,-0.081411266,6.678764082,0.671221485,0.837653703
Potri.010G250900,-0.100802365,7.525771687,0.671263885,0.837653703
Potri.015G112300,0.087108201,6.64482803,0.671287342,0.837653703
Potri.002G087200,-0.130947924,5.826097463,0.671409861,0.837653703
Potri.012G115100,0.118951329,5.825809329,0.671409861,0.837653703
Potri.010G012800,-0.116556381,5.823261412,0.671409861,0.837653703
Potri.002G252800,-0.163815033,5.248532664,0.672373031,0.838709216
Potri.008G188900,0.092684816,6.793408116,0.67284896,0.83915669
Potri.010G073700,-0.10647661,6.336095111,0.673516577,0.839704025
Potri.005G175400,-0.124099822,5.839866043,0.673639653,0.839704025
Potri.019G036000,-0.112328475,5.849568985,0.673639653,0.839704025
Potri.008G056500,-0.098160286,6.345188677,0.67504799,0.840981552
Potri.015G057400,-0.097023596,6.344751523,0.67504799,0.840981552
Potri.012G091800,0.088189305,6.348831176,0.67504799,0.840981552
Potri.004G197400,-0.086667229,8.091583107,0.675134352,0.840981552
Potri.004G011700,-0.106800797,6.343493016,0.67551085,0.841269624
Potri.007G129700,0.095038626,7.113330285,0.675600606,0.841269624
Potri.001G008700,-0.126213882,5.869629185,0.675825063,0.841402791
Potri.001G236500,-0.108908982,6.75089439,0.67618841,0.8417088
Potri.001G324200,-0.083224851,6.687118386,0.677719598,0.84342702
Potri.012G085800,-0.084417328,10.42229317,0.677920641,0.84342702
Potri.005G250200,-0.125048348,5.88797307,0.677967543,0.84342702
Potri.003G030100,0.089165363,8.013091474,0.678039934,0.84342702
Potri.013G079000,-0.149939462,5.312068046,0.679111034,0.844190416
Potri.014G191400,0.148812611,5.31997645,0.679111034,0.844190416
Potri.001G330200,-0.140923435,5.319538571,0.679111034,0.844190416
Potri.001G162900,-0.100469835,6.390139033,0.679517646,0.844190416
Potri.002G073400,0.13373627,5.903677123,0.680068481,0.844190416
Potri.016G051900,0.12082135,5.898542677,0.680068481,0.844190416
Potri.003G060100,-0.11741479,5.911384764,0.680068481,0.844190416
Potri.009G098000,0.116866126,5.90836051,0.680068481,0.844190416
Potri.006G275300,0.114933659,5.905687576,0.680068481,0.844190416
Potri.001G396100,0.113138875,5.906779931,0.680068481,0.844190416
Potri.006G125700,-0.112312091,5.906009997,0.680068481,0.844190416
Potri.009G149300,-0.110720401,5.908957787,0.680068481,0.844190416
Potri.003G081800,-0.089170035,8.037618786,0.681629305,0.845981248
Potri.002G000300,-0.117175421,5.926447774,0.682129203,0.846202141
Potri.010G173900,-0.134344616,5.339106011,0.682328712,0.846202141
Potri.010G188700,0.128397785,5.341572999,0.682328712,0.846202141
Potri.003G009500,-0.128150569,5.344835779,0.682328712,0.846202141
Potri.002G075500,0.099606748,6.417790608,0.682398207,0.846202141
Potri.007G013400,0.090073595,7.514989622,0.68343482,0.847340833
Potri.008G064900,0.085576116,6.428891902,0.683810034,0.847494981
Potri.006G193600,-0.12213308,5.940894018,0.684150977,0.847494981
Potri.015G137800,0.113704936,5.947322399,0.684150977,0.847494981
Potri.004G188700,-0.106054381,5.943775208,0.684150977,0.847494981
Potri.001G336900,-0.102815902,5.94035882,0.684150977,0.847494981
Potri.019G019500,-0.092533335,6.44477086,0.685203442,0.84778665
Potri.001G092500,0.091281544,6.437835839,0.685203442,0.84778665
Potri.015G076100,0.090589227,6.443050198,0.685203442,0.84778665
Potri.003G064100,0.154984377,5.361213251,0.685452083,0.84778665
Potri.004G153700,0.150091007,5.379254505,0.685452083,0.84778665
Potri.002G061300,-0.147476285,5.366186391,0.685452083,0.84778665
Potri.003G137200,-0.137153347,5.37283014,0.685452083,0.84778665
Potri.002G035900,0.137085681,5.375365811,0.685452083,0.84778665
Potri.009G108500,0.136663167,5.365056449,0.685452083,0.84778665
Potri.001G087800,0.081497553,6.742246001,0.686065432,0.848045348
Potri.017G101000,-0.123457468,5.956427651,0.686135014,0.848045348
Potri.001G344900,-0.111921548,5.956736484,0.686135014,0.848045348
Potri.018G020900,0.109147076,5.959411061,0.686135014,0.848045348
Potri.001G371900,0.090057522,7.440626592,0.686418883,0.848249776
Potri.012G117800,0.091464651,6.451129484,0.686578829,0.848301021
Potri.012G111100,-0.095380619,7.595410241,0.687060617,0.848749831
Potri.003G218600,-0.115474018,5.968728271,0.688082475,0.848752992
Potri.001G213800,0.110010004,5.979536498,0.688082475,0.848752992
Potri.010G106800,0.108469609,5.976015792,0.688082475,0.848752992
Potri.002G098000,-0.164760608,5.392714962,0.688485667,0.848752992
Potri.001G038000,0.150367146,5.394469522,0.688485667,0.848752992
Potri.004G007900,-0.146297657,5.391314952,0.688485667,0.848752992
Potri.005G174700,-0.142235056,5.394854231,0.688485667,0.848752992
Potri.003G012100,-0.141219889,5.399231856,0.688485667,0.848752992
Potri.016G094000,0.139658888,5.38923111,0.688485667,0.848752992
Potri.017G000500,0.135576229,5.394147164,0.688485667,0.848752992
Potri.001G349300,-0.127783847,5.39816137,0.688485667,0.848752992
Potri.010G234900,0.117279345,5.395559557,0.688485667,0.848752992
Potri.002G180400,0.104074563,9.270791554,0.690068248,0.850557524
Potri.004G066000,-0.09175527,6.485303923,0.690600664,0.851054325
Potri.004G171600,-0.085209672,6.877715187,0.690730859,0.851054325
Potri.004G186400,0.089726912,6.467729909,0.690827896,0.851054325
Potri.001G323400,-0.152204789,5.425676338,0.691433685,0.851214785
Potri.013G069700,-0.14563646,5.426469746,0.691433685,0.851214785
Potri.014G051500,0.142596861,5.431581224,0.691433685,0.851214785
Potri.005G063100,-0.134474304,5.417984961,0.691433685,0.851214785
Potri.002G257000,-0.115295779,6.007228007,0.691872067,0.851376712
Potri.007G074000,-0.109488563,6.012992686,0.691872067,0.851376712
Potri.005G113900,-0.159039155,8.085690772,0.691967495,0.851376712
Potri.016G052800,-0.091503895,6.749188153,0.692254727,0.851376712
Potri.006G203000,0.082329576,8.788136448,0.692517099,0.851376712
Potri.013G021600,0.075662355,6.749620763,0.692757074,0.851376712
Potri.001G013900,-0.077108505,6.513025627,0.693198554,0.851376712
Potri.010G089700,-0.086463366,7.178903271,0.693530265,0.851376712
Potri.001G348900,0.192619811,9.540395418,0.693547697,0.851376712
Potri.010G201600,0.110695629,6.033459693,0.693716281,0.851376712
Potri.004G209800,0.10629142,6.023645023,0.693716281,0.851376712
Potri.006G006700,0.103040077,6.023843428,0.693716281,0.851376712
Potri.010G230500,0.102500537,6.025875509,0.693716281,0.851376712
Potri.014G101000,0.087632788,7.333662126,0.693900133,0.851376712
Potri.001G078100,-0.080261227,10.3800624,0.694022324,0.851376712
Potri.013G060900,0.156419119,5.4473377,0.694300087,0.851376712
Potri.006G229200,0.151561302,5.443287756,0.694300087,0.851376712
Potri.016G029200,0.147227965,5.439400668,0.694300087,0.851376712
Potri.003G056400,-0.14477113,5.435896692,0.694300087,0.851376712
Potri.T081100,-0.143425502,5.448330283,0.694300087,0.851376712
Potri.003G198300,-0.13986735,5.453572787,0.694300087,0.851376712
Potri.006G194600,0.137523897,5.457926486,0.694300087,0.851376712
Potri.002G146200,0.134960632,5.436816705,0.694300087,0.851376712
Potri.005G045300,0.088085918,7.390682008,0.69546752,0.852662234
Potri.006G185000,0.078978596,8.790415884,0.696576755,0.852806071
Potri.005G077300,-0.090347944,7.670681219,0.696716662,0.852806071
Potri.007G116500,-0.165792467,5.467910404,0.69708857,0.852806071
Potri.006G235400,-0.146873186,5.464628407,0.69708857,0.852806071
Potri.006G118900,-0.139945891,5.47451326,0.69708857,0.852806071
Potri.007G015300,-0.136546135,5.460034691,0.69708857,0.852806071
Potri.005G209900,-0.1343608,5.479512445,0.69708857,0.852806071
Potri.008G205700,0.134237414,5.462096658,0.69708857,0.852806071
Potri.004G177700,0.129939618,5.463585308,0.69708857,0.852806071
Potri.018G025800,-0.126441261,5.47632703,0.69708857,0.852806071
Potri.012G046300,-0.121645814,5.475044342,0.69708857,0.852806071
Potri.012G133000,0.120544593,5.467163737,0.69708857,0.852806071
Potri.004G029100,-0.112463812,6.056289292,0.697308439,0.852806071
Potri.004G174200,-0.102412824,6.063104841,0.697308439,0.852806071
Potri.010G068300,-0.080626495,7.109702047,0.697466332,0.852806071
Potri.006G052400,-0.087219141,7.068572412,0.697490552,0.852806071
Potri.002G124300,-0.092349983,6.571077599,0.699421033,0.854319974
Potri.001G187000,-0.145437436,5.488741058,0.699802604,0.854319974
Potri.010G162900,-0.138154906,5.495080001,0.699802604,0.854319974
Potri.011G006700,-0.133320958,5.492476526,0.699802604,0.854319974
Potri.006G186900,0.13298694,5.492604183,0.699802604,0.854319974
Potri.019G051700,0.12341748,5.494077763,0.699802604,0.854319974
Potri.T058900,-0.122637928,5.498173214,0.699802604,0.854319974
Potri.019G058700,-0.118745451,5.492665605,0.699802604,0.854319974
Potri.016G105700,-0.117815986,5.494489525,0.699802604,0.854319974
Potri.007G071700,-0.078151649,6.586162967,0.700621319,0.854928044
Potri.014G052600,0.102050508,6.085778727,0.700778309,0.854928044
Potri.001G381700,0.099448764,6.093614833,0.700778309,0.854928044
Potri.005G021400,0.099362233,6.093032144,0.700778309,0.854928044
Potri.019G018900,0.141361105,5.521166521,0.702445445,0.856553444
Potri.001G171200,-0.119210584,5.51596497,0.702445445,0.856553444
Potri.013G033300,-0.099447038,6.107503082,0.702469529,0.856553444
Potri.015G106500,0.086328904,8.049024316,0.70277726,0.856782766
Potri.008G051900,0.086456495,7.471233928,0.704106245,0.858256846
Potri.012G080900,0.078447947,6.816505798,0.704875356,0.858347949
Potri.010G180600,0.134169392,5.543571475,0.705020152,0.858347949
Potri.001G276700,-0.132724466,5.547052078,0.705020152,0.858347949
Potri.012G103100,0.13083473,5.538783442,0.705020152,0.858347949
Potri.002G121900,0.126398485,5.53749008,0.705020152,0.858347949
Potri.012G133900,0.121595498,5.550753403,0.705020152,0.858347949
Potri.006G231000,-0.119208313,5.542036359,0.705020152,0.858347949
Potri.016G098500,-0.085604169,8.417280655,0.705284996,0.858524408
Potri.016G113700,-0.096475507,7.375073904,0.706168483,0.859453737
Potri.012G105900,0.085419358,8.035800962,0.706922662,0.860225402
Potri.003G164600,-0.14203339,5.56123427,0.707529606,0.860525222
Potri.019G074800,0.122369934,5.56564481,0.707529606,0.860525222
Potri.013G135300,-0.114283544,5.568520019,0.707529606,0.860525222
Potri.018G030700,0.08414927,8.645960972,0.708304288,0.861321112
Potri.009G070900,0.081579762,6.595312725,0.708606849,0.861388554
Potri.003G053400,0.081722441,6.994329061,0.708860444,0.861388554
Potri.007G144900,0.10465239,6.171011283,0.708961278,0.861388554
Potri.011G156400,-0.093133386,6.171427322,0.708961278,0.861388554
Potri.005G102200,0.092745276,6.174158665,0.708961278,0.861388554
Potri.001G416600,0.074004129,6.828134383,0.709358727,0.861452613
Potri.010G234800,-0.077356564,6.617383528,0.709512623,0.861452613
Potri.001G044000,-0.092841167,7.022979886,0.709559691,0.861452613
Potri.014G097700,-0.082514574,6.621344647,0.709559915,0.861452613
Potri.015G130000,0.084602131,7.013308896,0.709776419,0.861452613
Potri.007G098400,-0.126219177,5.587961894,0.709976518,0.861452613
Potri.001G138400,0.125776521,5.587909407,0.709976518,0.861452613
Potri.003G178300,-0.113550354,5.583221479,0.709976518,0.861452613
Potri.008G072100,-0.079835652,6.185164787,0.710519563,0.861965448
Potri.009G149200,-0.08669711,7.988747144,0.710739974,0.862086772
Potri.004G174500,-0.092469385,7.396471373,0.710925299,0.862107655
Potri.010G236100,0.088207675,6.87379333,0.710998003,0.862107655
Potri.008G066200,0.086897218,6.767222182,0.711924559,0.86269816
Potri.004G176800,-0.095524367,6.202878105,0.712053347,0.86269816
Potri.001G143200,0.09254161,6.204782831,0.712053347,0.86269816
Potri.016G023800,-0.075387929,7.304541977,0.712086224,0.86269816
Potri.001G273400,-0.130318354,5.60561498,0.712363446,0.86269816
Potri.008G209000,-0.11698037,5.609452246,0.712363446,0.86269816
Potri.018G067300,-0.109178069,5.612056515,0.712363446,0.86269816
Potri.006G127200,-0.07717363,10.50450547,0.712448913,0.86269816
Potri.009G080000,0.082922465,7.556476499,0.713093054,0.863332139
Potri.014G164800,0.102370756,6.215656668,0.713563265,0.863755363
Potri.008G018800,0.080262358,8.583554573,0.714063789,0.864215133
Potri.005G001100,0.127831646,5.630431073,0.714692801,0.864245981
Potri.001G227000,-0.121411128,5.626470732,0.714692801,0.864245981
Potri.004G217400,-0.120544643,5.640994984,0.714692801,0.864245981
Potri.T030300,-0.118978868,5.639717347,0.714692801,0.864245981
Potri.006G127100,0.114128288,5.626859364,0.714692801,0.864245981
