,logFC,logCPM,PValue,FDR
Potri.002G189900,0.85863976,6.922754579,9.97E-05,0.000628537
Potri.003G032800,0.849850151,7.545260834,0.000101315,0.000638009
Potri.012G101600,0.894399179,6.087872501,0.000102793,0.000646748
Potri.010G149600,0.813341419,6.85872625,0.0001043,0.00065565
Potri.019G100600,-0.854732423,7.195881948,0.000106112,0.000666456
Potri.005G073300,1.524322935,6.05578649,0.000106487,0.000668229
Potri.005G113100,0.86180739,6.235834802,0.000107096,0.000671458
Potri.001G249900,-1.30862765,5.176653233,0.000110034,0.000689279
Potri.002G173200,0.911316815,6.051399298,0.000110872,0.000693922
Potri.004G035900,1.133372134,5.52074913,0.000111086,0.000694045
Potri.005G213500,-1.128172498,5.519307778,0.000111086,0.000694045
Potri.007G126900,1.175111724,5.44833869,0.000113273,0.000707089
Potri.005G246700,-1.235074027,5.325025006,0.00011447,0.000713321
Potri.009G044400,1.232577524,5.319616749,0.00011447,0.000713321
Potri.011G044900,1.042108138,5.706004493,0.000114713,0.000714216
Potri.015G060000,-0.819848642,6.305320676,0.000115697,0.000719715
Potri.002G111300,-0.820503801,7.799777498,0.000116736,0.000725546
Potri.003G194300,-0.754587682,7.022829889,0.000121063,0.000751791
Potri.009G160800,-1.089645459,5.592701029,0.00012481,0.000774387
Potri.002G150700,0.779634465,7.015148919,0.00012545,0.000777679
Potri.015G054600,-1.145971479,7.387806487,0.000125609,0.000777993
Potri.013G059100,0.85593461,6.220489576,0.000126632,0.000783651
Potri.007G072600,0.804419288,8.228458313,0.000128712,0.000795149
Potri.016G072500,0.822700847,7.75000251,0.000128712,0.000795149
Potri.007G026500,1.018946141,5.735714109,0.000130483,0.000805395
Potri.011G107500,-0.953506759,6.478738471,0.000130908,0.000807322
Potri.010G221900,-1.465040427,4.914884576,0.000133603,0.000823233
Potri.006G029900,1.265279914,5.22420269,0.000133896,0.000823622
Potri.007G115000,-1.246786745,5.219089152,0.000133896,0.000823622
Potri.009G150600,-0.79418958,6.384024203,0.00013415,0.000824473
Potri.013G115700,-1.180298732,5.351292768,0.000136212,0.000835713
Potri.002G125800,-1.179685812,5.365766366,0.000136212,0.000835713
Potri.004G069600,0.913314151,6.237221549,0.000142679,0.000874645
Potri.001G374100,0.757901933,6.580523316,0.000143657,0.000879885
Potri.018G047800,-1.396129961,5.012131071,0.000144828,0.000885185
Potri.008G205200,-1.366316484,5.002023876,0.000144828,0.000885185
Potri.002G120600,0.7685825,7.233199039,0.000144893,0.000885185
Potri.003G101800,-1.100099133,5.555081269,0.000149109,0.000910165
Potri.006G214900,-0.848533481,6.195375692,0.000150585,0.000918392
Potri.010G011900,0.830978534,7.085484441,0.000151908,0.000925667
Potri.001G258600,-1.112749382,5.499061833,0.000154105,0.000938258
Potri.013G160600,-0.997110019,7.04523195,0.000155305,0.000944758
Potri.013G127200,0.8690784,8.346690884,0.000155614,0.000945838
Potri.005G122600,-1.034237046,5.687956532,0.000155992,0.000947329
Potri.013G117000,-0.897056646,8.333741594,0.000157414,0.000955157
Potri.001G346200,-0.817686793,7.051721192,0.000157961,0.000957665
Potri.009G151400,-1.202564863,5.379636748,0.000160875,0.000973683
Potri.018G119600,1.150650861,5.389019606,0.000160875,0.000973683
Potri.016G014100,-0.881137176,6.048667954,0.000161107,0.00097426
Potri.008G051600,0.819410649,6.772243447,0.000161424,0.000975355
Potri.012G144600,1.202697955,5.317437613,0.000162075,0.000977826
Potri.002G173700,0.910598973,7.520460645,0.000162106,0.000977826
Potri.006G113300,-0.763242445,7.344467989,0.000162614,0.000980064
Potri.019G030900,0.810028634,6.267782073,0.00016311,0.000982226
Potri.018G088000,-0.72626573,6.825745638,0.000163438,0.000983377
Potri.006G203300,0.773203557,6.46469944,0.000163725,0.000984276
Potri.018G120400,-0.832727626,6.215931211,0.000164067,0.000985502
Potri.005G241700,-0.961025093,5.884703957,0.000164267,0.000985875
Potri.014G138500,0.735308363,7.107839443,0.000166267,0.000997046
Potri.007G103700,0.966033858,5.82283777,0.000166409,0.000997061
Potri.018G065100,0.782200662,6.422451657,0.000167812,0.001004629
Potri.014G009700,1.078059644,5.595608018,0.000171379,0.001025124
Potri.004G003200,0.722953507,10.05346752,0.000171754,0.001026508
Potri.006G260000,0.816859926,8.070513308,0.000174982,0.001044932
Potri.006G055000,0.974666503,5.832355112,0.000175753,0.001048661
Potri.010G134400,1.027007892,5.721847107,0.000176737,0.001053652
Potri.008G198600,-0.835515027,6.227643292,0.000178422,0.001062811
Potri.015G034700,-0.830920669,7.762328352,0.000178854,0.001064502
Potri.014G053700,-0.884421998,7.551430722,0.000180689,0.001074529
Potri.001G412900,0.74329538,6.49133119,0.000188013,0.001117155
Potri.019G020700,-1.113403839,5.405337174,0.000188681,0.001120195
Potri.005G032800,-0.804040619,6.296324986,0.000191413,0.001135422
Potri.003G003500,-1.251734808,5.197462603,0.000191563,0.001135422
Potri.010G173000,0.734178778,6.883039775,0.000193401,0.001145366
Potri.017G106900,0.964676863,7.170824144,0.000195932,0.001159399
Potri.001G055400,0.747008572,6.808621964,0.000197339,0.00116676
Potri.016G118000,1.009671429,5.738801403,0.000199444,0.001178234
Potri.017G036800,-0.921902513,8.659696224,0.000200532,0.001183686
Potri.001G401500,0.807661899,7.669851179,0.0002025,0.001194315
Potri.011G142700,0.830596412,7.688669032,0.000207439,0.001222437
Potri.006G007400,-0.707746994,6.743831202,0.000208547,0.001227957
Potri.003G094000,0.806508898,6.252955567,0.000209882,0.001234617
Potri.006G014800,0.723319196,6.892663633,0.000210023,0.001234617
Potri.015G006800,1.023016362,5.687952475,0.000211377,0.001241558
Potri.003G031000,-0.836006794,6.536061035,0.00021211,0.001243867
Potri.003G043600,-1.349183788,4.986880838,0.000212117,0.001243867
Potri.003G170000,-0.849770947,6.104450311,0.000212775,0.001246699
Potri.001G418600,0.716178411,6.978343332,0.000214483,0.001255682
Potri.015G075100,0.732837723,6.510571747,0.000214859,0.001256852
Potri.002G187500,-1.111058641,5.436893041,0.00021985,0.001285003
Potri.006G111600,0.773234636,7.134815167,0.000222373,0.001298685
Potri.004G035100,-1.017424224,5.630297988,0.000223125,0.001300958
Potri.009G153800,-1.009270304,5.630634278,0.000223125,0.001300958
Potri.015G103800,-0.726583731,6.543953519,0.000223708,0.001303294
Potri.014G109800,1.00197584,5.762117607,0.000224216,0.001305194
Potri.005G251500,1.143525347,5.369711852,0.000225181,0.001309742
Potri.019G039000,-1.282085108,5.154835919,0.0002273,0.001320998
Potri.015G045100,-1.180993393,5.295428863,0.000228524,0.001326817
Potri.017G078200,-0.709528341,7.029739258,0.000228672,0.001326817
Potri.001G412100,-1.206232885,5.231572881,0.000229401,0.001329966
Potri.017G006800,-0.86473809,6.063160414,0.000231554,0.001341363
Potri.004G200100,-0.853800115,6.108664489,0.000232422,0.001345305
Potri.008G189100,-0.792152474,6.356662826,0.000236416,0.001367315
Potri.006G139500,-0.727779941,6.575482034,0.000238504,0.00137828
Potri.013G155100,-0.731633263,6.733329524,0.000250371,0.001445689
Potri.003G114600,-0.826964838,6.135154329,0.00025336,0.001461769
Potri.014G052900,0.76676213,8.892356395,0.000256357,0.001477869
Potri.005G079200,-1.12015486,5.393778056,0.000262669,0.001513039
Potri.017G030100,-1.400300584,8.062564146,0.000267994,0.001541313
Potri.012G094100,-0.725721288,9.078845697,0.000268008,0.001541313
Potri.008G164800,0.908361436,5.917022401,0.000268311,0.001541817
Potri.008G101900,0.693048556,7.138489681,0.000268966,0.001544343
Potri.005G123700,-1.068095766,7.980987222,0.000271772,0.001558914
Potri.003G115700,1.217577653,5.259402007,0.000272375,0.001558914
Potri.001G355500,-1.217173678,5.256455131,0.000272375,0.001558914
Potri.006G038700,1.196944632,5.258697315,0.000272375,0.001558914
Potri.006G192000,0.747775092,8.970691435,0.000292232,0.001670979
Potri.010G190500,0.701554102,7.01194786,0.000292421,0.001670979
Potri.009G065900,0.785537265,8.075071052,0.000298644,0.001705177
Potri.010G187900,-0.84927035,5.992268802,0.00030005,0.001711842
Potri.013G133300,-1.014368361,5.617771598,0.000302617,0.001725112
Potri.008G062900,-1.092074647,5.422703756,0.000304457,0.001732837
Potri.005G234500,1.091237309,5.432126383,0.000304457,0.001732837
Potri.005G007300,-0.707393382,7.1873362,0.000307489,0.001748164
Potri.003G009300,0.700302941,6.930856617,0.000307638,0.001748164
Potri.011G115000,1.027226039,5.603787744,0.000311691,0.001769794
Potri.018G007300,0.715204488,6.489697066,0.000318394,0.001806419
Potri.017G141800,-1.172022024,5.273688156,0.000320846,0.001818889
Potri.014G078500,-0.803447226,6.178215092,0.000324372,0.001837425
Potri.018G121300,0.704422294,6.541621777,0.000325663,0.001843276
Potri.006G019800,-1.162949927,7.669665364,0.000328693,0.001858961
Potri.016G109600,0.82916683,6.071492077,0.000329272,0.001860763
Potri.004G138400,0.962869518,7.824330346,0.000330675,0.001867217
Potri.001G466000,-0.73821128,9.255090281,0.000333473,0.001881531
Potri.013G106000,-0.934849375,5.764806585,0.000335229,0.001889953
Potri.003G214300,0.69034536,6.958085686,0.000336995,0.001897864
Potri.015G049000,-0.754084411,6.294877485,0.000337162,0.001897864
Potri.004G073000,0.69476382,9.343431419,0.000339446,0.001909215
Potri.003G066400,1.677873061,6.085299436,0.00034273,0.001926173
Potri.006G124800,-0.770359977,6.245439426,0.00034468,0.001935615
Potri.018G113100,0.714832586,6.532753456,0.000345736,0.001940023
Potri.014G172800,-0.835335153,6.655887758,0.00034932,0.001958599
Potri.006G213000,-0.762409385,9.598670669,0.000350578,0.001964117
Potri.018G003000,-0.844536816,6.030803222,0.000359378,0.002011845
Potri.005G123200,-0.740139151,6.882331017,0.000360277,0.0020153
Potri.001G131400,1.026162802,5.595230594,0.000362251,0.00202476
Potri.019G025600,0.74033519,6.448927905,0.000374021,0.002088917
Potri.014G096100,-0.974797116,7.873029976,0.000374422,0.002089528
Potri.001G143900,-1.134462786,5.310094287,0.000375169,0.002090438
Potri.001G160100,1.124357123,5.317800553,0.000375169,0.002090438
Potri.002G202300,0.775525301,7.785848525,0.000377883,0.002103921
Potri.002G059800,0.74778568,6.799803285,0.000382042,0.002125407
Potri.011G166500,-1.004345234,5.533089413,0.000382535,0.002125407
Potri.003G198500,-0.903536313,5.856838901,0.000382633,0.002125407
Potri.009G057100,0.763583138,8.0717029,0.000384316,0.002133105
Potri.017G128600,0.815677895,6.103784663,0.000389674,0.002161166
Potri.004G048900,-0.947327396,8.303422154,0.000390825,0.002165874
Potri.008G120400,-1.033894757,7.297805986,0.000391861,0.002169934
Potri.001G383000,-0.962726512,5.739260232,0.000400934,0.002218458
Potri.013G107700,0.979893615,5.618875286,0.000408891,0.002260743
Potri.014G068200,-0.723387641,9.061777245,0.000411542,0.002273642
Potri.010G189800,-0.739112102,6.337175485,0.000416426,0.002298853
Potri.008G102800,1.092833523,5.405122928,0.000419892,0.002316201
Potri.019G054300,-0.847628173,6.005503365,0.000428093,0.002357804
Potri.011G117000,-0.841142575,6.000447701,0.000428093,0.002357804
Potri.007G143800,0.975959827,5.685485027,0.000429924,0.002366072
Potri.010G113100,-0.715028298,6.396075657,0.000430598,0.002367337
Potri.017G110900,-1.275280485,9.06472147,0.000430816,0.002367337
Potri.002G127000,-0.853803947,7.562019486,0.000433035,0.002377707
Potri.018G020800,-1.035682072,5.555506177,0.000433775,0.002379947
Potri.006G189900,-0.787602771,6.236653197,0.000439878,0.002409736
Potri.009G139400,0.770907414,6.234596091,0.000439878,0.002409736
Potri.008G180500,0.940960573,5.756918886,0.000445871,0.002440701
Potri.015G135500,-0.735474965,6.890565157,0.000446323,0.002441306
Potri.011G063800,-1.16185271,5.265215502,0.000448505,0.002451371
Potri.014G157200,0.930200624,5.803642956,0.000449861,0.002456907
Potri.003G183900,0.751517823,6.482701836,0.000454177,0.002478589
Potri.003G046700,-1.160291311,5.208924215,0.000457359,0.002494052
Potri.001G221800,-1.023970338,5.486915982,0.000458127,0.002496341
Potri.004G032500,-1.005607546,5.630365211,0.000459615,0.00250254
Potri.015G140800,-0.768353444,7.473197029,0.000460199,0.002503817
Potri.011G052900,0.739549059,6.793017076,0.000472719,0.002569986
Potri.006G086800,0.734179672,7.981438339,0.000474769,0.00257917
Potri.004G048000,-0.956802988,7.426251009,0.000475237,0.002579753
Potri.009G005400,0.952531219,5.702961974,0.00047965,0.002601739
Potri.001G094100,-0.683384907,6.716259841,0.000481744,0.00261112
Potri.011G092800,0.692468448,6.970283182,0.000485419,0.002629047
Potri.014G159000,-0.804934532,10.66570919,0.000493295,0.002669685
Potri.002G103300,0.809868244,6.952176492,0.000507436,0.002743202
Potri.015G138500,0.834416548,6.037855904,0.000507646,0.002743202
Potri.019G034800,-0.847106177,6.068345771,0.000509554,0.002751437
Potri.003G140400,-0.841100139,5.972869394,0.000510011,0.002751831
Potri.001G407100,-1.399867864,9.662553488,0.000513108,0.002766456
Potri.011G157000,0.690620815,6.65484433,0.000516363,0.002781908
Potri.001G314800,-1.008506826,5.513911981,0.000519595,0.002797219
Potri.001G269400,0.68876466,6.985537063,0.000520221,0.002798485
Potri.011G145500,0.667551532,7.005948138,0.000521482,0.002803161
Potri.009G128700,1.000418649,6.428327852,0.000522119,0.00280448
Potri.014G190300,-0.673486315,6.671290992,0.000526705,0.002826618
Potri.007G053400,0.979688617,6.696671405,0.00052703,0.002826618
Potri.001G418500,0.731978408,11.03620226,0.000530743,0.002844403
Potri.015G078900,0.752887263,7.62070505,0.000534716,0.002863549
Potri.002G260100,-0.757316583,7.557647713,0.000539455,0.002886771
Potri.008G159400,-1.202645787,5.149273063,0.000546136,0.002920337
Potri.009G138900,1.048311078,5.465169263,0.000548845,0.002932634
Potri.008G006300,1.239216383,5.07648357,0.000549548,0.002934202
Potri.014G018900,-0.835066961,5.994937773,0.000555677,0.002964715
Potri.008G102500,-0.846326752,5.927386026,0.000556775,0.002966154
Potri.015G106700,0.834239252,5.930397407,0.000556775,0.002966154
Potri.016G036900,-0.89837495,7.997811202,0.000560993,0.002986403
Potri.017G146800,-0.688549659,6.659063175,0.000564133,0.003000884
Potri.016G135800,-1.07507706,8.697314239,0.000566918,0.003013459
Potri.009G130100,0.713577986,8.484020855,0.000572771,0.003042316
Potri.001G140300,0.788105855,6.847678166,0.000575204,0.003052972
Potri.011G123500,-1.056371975,5.387293636,0.000576667,0.003058472
Potri.005G186500,0.926344135,5.744074185,0.000590911,0.003129381
Potri.008G007800,-0.904239315,5.756911371,0.000590911,0.003129381
Potri.016G138900,0.728982769,8.078711853,0.000591451,0.003129924
Potri.006G267300,0.759243058,6.867658625,0.00059784,0.003161398
Potri.019G071800,0.682258151,6.959256301,0.000601976,0.003180921
Potri.001G167700,-0.742560187,6.354917804,0.000607035,0.00320529
Potri.001G282900,-0.67765825,7.034618771,0.000617035,0.003255632
Potri.006G132200,-0.766560207,6.19422316,0.000617479,0.003255632
Potri.008G109200,1.027094323,5.484315911,0.000622612,0.003277869
Potri.005G143200,-1.02021717,5.4740159,0.000622612,0.003277869
Potri.008G118900,0.669139376,6.526456672,0.000629048,0.003309321
Potri.006G019200,0.770523469,6.652222853,0.000629749,0.003310574
Potri.013G155600,0.749867831,6.256327287,0.000642908,0.003377274
Potri.008G010600,0.85858522,7.048643004,0.000645164,0.003386636
Potri.006G104600,-0.738223772,7.4758993,0.000650794,0.003413688
Potri.004G147300,-0.879952574,8.849709028,0.000654166,0.003428863
Potri.001G163100,1.253777115,5.021285004,0.000654828,0.003429823
Potri.001G048700,-0.763926795,6.206519782,0.000662804,0.003469064
Potri.011G097300,0.649888496,7.046120701,0.000664782,0.003474626
Potri.007G065500,0.662594195,6.535175412,0.000664838,0.003474626
Potri.001G471100,0.708992525,6.386035208,0.000679209,0.003547145
Potri.004G102000,0.776763059,6.314611355,0.000683647,0.003567721
Potri.010G045100,-0.817237639,9.87298877,0.000688885,0.003591696
Potri.005G254100,-0.927919596,10.35751045,0.000689244,0.003591696
Potri.017G052000,1.052987878,5.363924538,0.000691086,0.003598052
Potri.T157400,0.979327273,5.561994532,0.000691469,0.003598052
Potri.002G189300,-1.572624803,6.656601094,0.000722354,0.00375603
Potri.012G057700,0.696506064,8.3407756,0.000731337,0.003799979
Potri.008G106400,-0.950767728,5.588628602,0.000737934,0.003831478
Potri.008G097200,0.769551571,6.827426758,0.000743591,0.003858052
Potri.017G095700,-0.776850147,9.18951299,0.000744662,0.003860811
Potri.008G067500,0.714540602,6.782473849,0.000752578,0.003899027
Potri.005G150400,-0.799550734,6.058074707,0.000766749,0.003969063
Potri.006G113700,-1.168833181,5.131726037,0.000767204,0.003969063
Potri.005G234000,-0.671618292,10.19505036,0.000780364,0.00403423
Potri.010G100200,0.761425136,6.359222469,0.000781605,0.004037731
Potri.002G018400,-0.839278425,5.931129012,0.000788086,0.004067106
Potri.018G129200,0.925228391,7.195923171,0.000788428,0.004067106
Potri.011G031800,1.352554862,8.309419064,0.000796929,0.004107997
Potri.015G036500,-0.713036646,6.993521852,0.000805809,0.004150788
Potri.001G186700,-0.794922281,7.598378637,0.000831241,0.004277813
Potri.T171200,0.696058877,8.945896617,0.000831664,0.004277813
Potri.014G004700,0.99216867,5.464860463,0.000842654,0.004331229
Potri.019G057900,0.917342785,5.689618479,0.000845365,0.004342048
Potri.016G142300,0.871267807,6.171608558,0.00086168,0.004422673
Potri.017G086500,-0.694932878,8.700084213,0.000866796,0.004445744
Potri.004G019900,1.134724373,6.727795192,0.000886049,0.004541239
Potri.001G213400,-1.111273719,5.163773709,0.000895171,0.004584712
Potri.017G088700,0.89996895,5.804924908,0.000904166,0.004627469
Potri.006G235200,-0.64699666,7.176529411,0.00091311,0.004669904
Potri.009G102000,0.721337235,6.280159859,0.000923948,0.004721959
Potri.014G117500,-0.893236897,5.71026149,0.000933011,0.00476488
Potri.001G348000,-0.830482614,5.914344035,0.000938689,0.004790459
Potri.014G100000,-0.835443658,5.84368223,0.000944226,0.004814952
Potri.006G002800,-0.687863127,8.468613108,0.000944833,0.004814952
Potri.004G178600,0.635840185,6.77098816,0.000946231,0.004818645
Potri.014G037000,-0.863659694,6.855725578,0.000948922,0.004828914
Potri.001G297400,-0.664067012,6.55186925,0.000952231,0.004842309
Potri.007G091900,0.717980784,6.231006975,0.000959895,0.00487782
Potri.007G071300,0.742732505,7.591280468,0.000961131,0.004880638
Potri.006G025200,0.692015839,6.950692693,0.000964588,0.004894719
Potri.007G136900,-0.931969192,6.853907872,0.000983605,0.004987686
Potri.002G016000,-0.96394147,10.67908533,0.000986527,0.004998961
Potri.015G140600,-0.741340092,6.178545813,0.000994357,0.005035074
Potri.002G025200,0.897758771,5.657092977,0.001011549,0.005118511
Potri.003G189400,0.661846033,6.473157155,0.00101558,0.005135275
Potri.015G023800,-0.815519064,5.933753054,0.001018625,0.005147038
Potri.004G135300,0.744954906,6.348905988,0.001022728,0.005164127
Potri.017G092000,-0.708224416,6.835264181,0.00106789,0.005388367
Potri.001G334700,-1.135157489,5.1205131,0.001072518,0.005407906
Potri.008G166300,0.786516582,6.015781591,0.001081923,0.00545149
Potri.014G117700,0.69542442,7.57587601,0.001091869,0.005497737
Potri.008G117900,0.866679122,6.201640933,0.001095999,0.005514652
Potri.001G375500,0.665344321,6.863369561,0.001100391,0.005532866
Potri.005G249200,-0.811157408,5.947884719,0.00110297,0.005538052
Potri.013G100000,0.805696356,5.943398773,0.00110297,0.005538052
Potri.015G042800,0.786168499,7.563751083,0.001105659,0.005547666
Potri.T059000,0.702184516,6.319527447,0.001109867,0.005560984
Potri.001G135000,0.695992365,6.316919243,0.001109867,0.005560984
Potri.015G144400,-0.670383863,6.379097347,0.001122428,0.005619991
Potri.005G117200,0.85463381,5.757146211,0.001126098,0.005634426
Potri.006G075200,0.655202523,7.359020888,0.001128459,0.005642295
Potri.018G059200,0.963604162,5.467092381,0.001135648,0.005674279
Potri.001G380500,-0.772273879,6.022183701,0.001165328,0.005816781
Potri.012G104300,-1.041562918,6.027723326,0.001165793,0.005816781
Potri.001G303900,0.909324046,6.573659239,0.001188655,0.00592672
Potri.001G182900,0.790064873,5.971946014,0.001191813,0.005934199
Potri.007G122800,0.787475055,5.971855004,0.001191813,0.005934199
Potri.007G104000,0.810619765,5.976960374,0.001204223,0.005991824
Potri.001G357000,0.736592593,6.336437518,0.001206428,0.005998629
Potri.001G016300,-0.917793014,5.623765317,0.001210757,0.006015975
Potri.009G067100,-0.963175511,5.39695303,0.001212412,0.00601658
Potri.018G083200,0.684743921,6.658768183,0.001212559,0.00601658
Potri.010G150500,-1.074275737,6.349957279,0.001222451,0.006061463
Potri.003G057200,-0.689607666,8.601493109,0.00122585,0.006074107
Potri.016G119200,0.694558396,7.585001448,0.001231226,0.006096528
Potri.011G080700,0.696417704,7.582762297,0.001242288,0.006147049
Potri.009G005100,-1.070163317,5.154336057,0.001243352,0.006148067
Potri.015G077900,-0.679689702,6.348155983,0.001246682,0.006160277
Potri.015G017100,0.660762274,6.405182722,0.001254272,0.00619351
Potri.T163400,0.623079366,6.547648771,0.001276438,0.006298618
Potri.014G082600,0.775804284,5.992437351,0.001285239,0.006334085
Potri.015G110400,1.115607475,5.085084566,0.001285395,0.006334085
Potri.008G102900,1.012785596,5.335882191,0.001288543,0.006345232
Potri.002G072900,0.610787467,6.703551611,0.001297468,0.006384789
Potri.009G021800,0.924031651,5.571969945,0.001310754,0.006445741
Potri.017G073000,0.682122678,7.7455001,0.001314071,0.00645762
Potri.005G089200,-0.883910305,5.637523482,0.001335057,0.006556249
Potri.001G376500,-0.721192237,6.183606155,0.001339618,0.006574135
Potri.010G112200,-0.821930146,5.791670311,0.001343856,0.006590415
Potri.003G100500,0.765178193,6.129413631,0.001349153,0.006611867
Potri.008G159000,-1.005027998,5.258467443,0.001362193,0.006671206
Potri.001G143400,-0.987147116,8.878989969,0.001366261,0.006686553
Potri.004G089400,-0.757274415,5.997515765,0.001383328,0.006763368
Potri.010G150300,0.617929589,6.662861462,0.001383845,0.006763368
Potri.018G082900,0.665172016,7.003254917,0.001391169,0.006794524
Potri.013G031100,-0.651885448,6.842910552,0.001414298,0.006902778
Potri.001G166900,0.791350686,5.943019822,0.001416828,0.006908731
Potri.017G096300,0.701786899,6.639093449,0.001417448,0.006908731
Potri.009G081500,-0.716927766,6.201079256,0.001426548,0.006943633
Potri.003G169100,-0.697633204,6.200730437,0.001426548,0.006943633
Potri.005G220700,0.801993105,5.878829675,0.001443692,0.007022308
Potri.004G158200,-0.766455742,8.277750998,0.001448736,0.007042055
Potri.010G222700,0.909261692,5.782715535,0.001450766,0.007047142
Potri.019G018000,-0.979749906,5.351535841,0.001455207,0.007063918
Potri.017G109900,0.637824985,7.034404235,0.001469114,0.007126598
Potri.002G163100,0.850477848,5.741031781,0.001470869,0.007130281
Potri.001G186800,-0.675820622,6.898773334,0.001483865,0.007188413
Potri.010G193300,-0.671224532,8.796444127,0.001493558,0.007230476
Potri.004G155300,-0.639756437,10.97456124,0.001496126,0.007238014
Potri.001G300900,-0.844503681,5.758729971,0.001510612,0.00730316
Potri.002G138600,0.772779907,5.954469907,0.001526791,0.007376399
Potri.016G117100,-1.107860677,7.221881808,0.001538906,0.007429919
Potri.001G460400,-0.722017341,6.093443651,0.001540959,0.007434815
Potri.005G024800,1.018706522,5.288591933,0.001547145,0.007449602
Potri.001G101700,1.001447619,5.297535036,0.001547145,0.007449602
Potri.009G053300,-0.996804642,5.28811195,0.001547145,0.007449602
Potri.016G076400,0.662870638,6.341047474,0.00154978,0.007457275
Potri.005G221300,0.909534063,5.542613489,0.001570565,0.007552212
Potri.014G168300,-0.642935931,7.058900012,0.001577534,0.007580635
Potri.005G239300,-1.027099134,12.90721411,0.001582828,0.007600972
Potri.012G114700,0.633946443,6.861906019,0.001587634,0.007618939
Potri.005G229700,-0.748366025,6.040565519,0.001593797,0.007643396
Potri.005G211200,-0.610201278,6.571983362,0.001596913,0.007651729
Potri.013G026500,-0.873459604,5.607594411,0.001597672,0.007651729
Potri.002G229900,-0.826453955,5.75906879,0.001603609,0.007675029
Potri.014G088500,-0.851814554,5.690683297,0.001607848,0.007690175
Potri.006G004300,0.620856571,6.797541649,0.001609948,0.007694293
Potri.005G090300,-0.698289281,6.232327879,0.001611196,0.007694293
Potri.008G149100,0.615429897,6.522843939,0.001611933,0.007694293
Potri.007G145700,0.621936361,6.669989667,0.001613912,0.007698607
Potri.005G121000,-0.668502358,6.462298076,0.001619776,0.007721436
Potri.010G120500,-0.621278054,6.566315839,0.001633442,0.007781403
Potri.004G020500,-0.635168864,12.88450412,0.001647753,0.007844357
Potri.012G085700,-0.624492754,7.335201277,0.001652163,0.007860122
Potri.005G239200,-1.333109139,10.61735867,0.001672443,0.007951322
Potri.019G119300,-0.692877947,6.175975487,0.001683672,0.007999398
Potri.013G086400,0.640139216,7.371021207,0.00169917,0.008067675
Potri.003G161700,-0.746296823,6.044570533,0.001706316,0.008090878
Potri.010G055400,-0.721859687,6.053713043,0.001706316,0.008090878
Potri.001G366100,-0.712251938,7.595457998,0.001712052,0.008112699
Potri.003G120300,-0.810283274,5.848385488,0.001718945,0.008139979
Potri.012G096400,-0.634470187,7.215112194,0.001747462,0.00826955
Potri.001G330100,0.754166558,5.993240568,0.001762841,0.00833682
Potri.004G078100,-0.62288527,6.899519914,0.001770075,0.008365504
Potri.002G021500,-0.656103409,8.922583181,0.001778902,0.008401674
Potri.013G025000,0.665619251,7.615727241,0.001788365,0.008440801
Potri.005G027200,-0.617335589,6.620457636,0.001798103,0.008481173
Potri.001G450100,-0.642129333,7.119914628,0.001802852,0.008497974
Potri.002G026800,-0.593745873,6.683893938,0.001819025,0.00856824
Potri.018G047700,-0.650277503,6.376751595,0.001820153,0.00856824
Potri.002G251200,0.685354954,8.069315281,0.001828232,0.008600618
Potri.005G234900,0.779736313,5.87310692,0.001857333,0.008731651
Potri.008G127900,1.016985242,5.240254628,0.001858525,0.008731651
Potri.001G236700,0.658815073,6.753240791,0.001863408,0.008748851
Potri.018G098200,1.032566399,6.098084639,0.001866419,0.008757248
Potri.012G020700,-0.665440871,6.754443034,0.001878533,0.008808315
Potri.013G051400,0.658552779,6.367273204,0.00188432,0.008829667
Potri.016G067800,0.593281093,7.14647993,0.001892905,0.008864092
Potri.002G064800,0.898434135,5.574311106,0.001912505,0.008944839
Potri.017G134800,-0.838115882,5.72316378,0.001913896,0.008944839
Potri.007G011500,-0.833367842,5.721471152,0.001913896,0.008944839
Potri.014G075200,-0.864922681,5.649253187,0.001921886,0.008976323
Potri.010G212700,0.593600804,6.760985993,0.001978379,0.009234154
Potri.006G064800,-0.770302714,5.88665179,0.002002559,0.009340928
Potri.009G107600,0.633651591,7.358948786,0.00201503,0.009391533
Potri.010G125400,-0.633754496,6.409364027,0.002016032,0.009391533
Potri.009G165000,-0.734908613,6.021655529,0.002020873,0.009407966
Potri.009G131200,0.669006745,6.289305209,0.002024846,0.009420337
Potri.006G184900,-0.922636165,5.436307729,0.002035946,0.009465826
Potri.014G141900,0.75899766,6.216241538,0.002063905,0.009585982
Potri.014G016300,-1.09215103,5.082104299,0.002064467,0.009585982
Potri.001G193000,0.632673517,8.252019887,0.002067754,0.009595022
Potri.003G166500,-0.744922803,7.615694538,0.002074172,0.009618569
Potri.007G146300,0.653029529,8.02852656,0.00207841,0.009621121
Potri.T028800,-0.818383773,5.75560325,0.00207972,0.009621121
Potri.001G383600,-0.91794305,5.516780233,0.002080097,0.009621121
Potri.015G106000,0.903919599,5.519186671,0.002080097,0.009621121
Potri.013G104300,-0.857593342,5.670870773,0.002098369,0.009692801
Potri.001G407000,1.002854449,5.268531235,0.00209929,0.009692801
Potri.012G047400,-0.846644099,5.600111897,0.002099656,0.009692801
Potri.009G120800,-0.657431061,6.300277449,0.002137722,0.009862171
